,loss_of_supply,immediate_failure,islanded_failure,soc,battery_kwh,solar_generation_kw,load_demand_kw,pv_to_load_kw,pv_to_battery_kw,battery_to_load_kw,grid_to_load_kw,unmet_load_kw,can_charge,Grid,PCC_Breaker,Islanding_Controller,PV_Array,PV_Inverter,Battery_Pack,BMS,PCS
2026-01-01 18:00:00,0,0,0,0.0,0.0,0.0428050473933348,3.1989672074155107,0.0428050473933348,0,0.0,3.1561621600221756,0.0,0,1,1,1,1,1,0,1,1
2026-01-01 19:00:00,0,0,0,0.0,0.0,0.0,2.308070766546955,0.0,0,0.0,2.308070766546955,0.0,0,1,1,1,0,1,0,1,1
2026-01-01 20:00:00,0,0,0,0.0,0.0,0.0,2.4745711812010915,0.0,0,0.0,2.4745711812010915,0.0,0,1,1,1,0,1,0,1,1
2026-01-01 21:00:00,0,0,0,0.0,0.0,0.0,1.881764799788265,0.0,0,0.0,1.881764799788265,0.0,0,1,1,1,0,1,0,1,1
2026-01-01 22:00:00,0,0,0,0.0,0.0,0.0,1.3028175822903738,0.0,0,0.0,1.3028175822903738,0.0,0,1,1,1,0,1,0,1,1
2026-01-01 23:00:00,0,0,0,0.0,0.0,0.0,2.197071749557105,0.0,0,0.0,2.197071749557105,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 00:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 01:00:00,0,0,0,0.0,0.0,0.0,1.0581207914522086,0.0,0,0.0,1.0581207914522086,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 02:00:00,0,0,0,0.0,0.0,0.0,2.206593983651778,0.0,0,0.0,2.206593983651778,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 03:00:00,0,0,0,0.0,0.0,0.0,2.5814801825406,0.0,0,0.0,2.5814801825406,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 04:00:00,0,0,0,0.0,0.0,0.0,3.0339047296169355,0.0,0,0.0,3.0339047296169355,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 05:00:00,0,0,0,0.0,0.0,0.0,3.4311853231048604,0.0,0,0.0,3.4311853231048604,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 06:00:00,0,0,0,0.0,0.0,0.0,3.8602133524045517,0.0,0,0.0,3.8602133524045517,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 07:00:00,0,0,0,0.0,0.0,0.0030794972607217,3.742982081298282,0.0,0,0.0,3.742982081298282,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 08:00:00,0,0,0,0.0,0.0,0.0359143944589269,4.493414977822413,0.0359143944589269,0,0.0,4.457500583363486,0.0,0,1,1,1,1,1,0,1,1
2026-01-02 09:00:00,0,0,0,0.0,0.0,0.0594111383421391,3.8236940829760204,0.0594111383421391,0,0.0,3.7642829446338815,0.0,0,1,1,1,1,1,0,1,1
2026-01-02 10:00:00,0,0,0,0.0,0.0,0.0456774006844351,4.642315210273629,0.0456774006844351,0,0.0,4.596637809589193,0.0,0,1,1,1,1,1,0,1,1
2026-01-02 11:00:00,0,0,0,0.0,0.0,0.15725498123755,4.818269903606791,0.15725498123755,0,0.0,4.661014922369241,0.0,0,1,1,1,1,1,0,1,1
2026-01-02 12:00:00,0,0,0,0.0,0.0,0.1238987460771286,4.735976438801969,0.1238987460771286,0,0.0,4.61207769272484,0.0,0,1,1,1,1,1,0,1,1
2026-01-02 13:00:00,0,0,0,0.0,0.0,0.0712524045956175,4.3544401585790045,0.0712524045956175,0,0.0,4.283187753983387,0.0,0,1,1,1,1,1,0,1,1
2026-01-02 14:00:00,0,0,0,0.0,0.0,0.0782337777588903,5.013836340411016,0.0782337777588903,0,0.0,4.935602562652126,0.0,0,1,1,1,1,1,0,1,1
2026-01-02 15:00:00,0,0,0,0.0,0.0,0.0096195616612433,4.913279973605096,0.0,0,0.0,4.913279973605096,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 16:00:00,0,0,0,0.0,0.0,0.0506624392023148,3.352296947095346,0.0506624392023148,0,0.0,3.301634507893031,0.0,0,1,1,1,1,1,0,1,1
2026-01-02 17:00:00,0,0,0,0.0,0.0,0.1228979737971701,3.5737905898534033,0.1228979737971701,0,0.0,3.450892616056233,0.0,0,1,1,1,1,1,0,1,1
2026-01-02 18:00:00,0,0,0,0.0,0.0,0.0,3.8226424440880784,0.0,0,0.0,3.8226424440880784,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 19:00:00,0,0,0,0.0,0.0,0.0,2.7163404744310453,0.0,0,0.0,2.7163404744310453,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 20:00:00,0,0,0,0.0,0.0,0.0,2.884668167490813,0.0,0,0.0,2.884668167490813,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 21:00:00,0,0,0,0.0,0.0,0.0,1.4860208441870548,0.0,0,0.0,1.4860208441870548,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 22:00:00,0,0,0,0.0,0.0,0.0,1.6622617405157336,0.0,0,0.0,1.6622617405157336,0.0,0,1,1,1,0,1,0,1,1
2026-01-02 23:00:00,0,0,0,0.0,0.0,0.0,1.4251819263281407,0.0,0,0.0,1.4251819263281407,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 00:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 01:00:00,0,0,0,0.0,0.0,0.0,2.0622139049586243,0.0,0,0.0,2.0622139049586243,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 02:00:00,0,0,0,0.0,0.0,0.0,2.2119319906130257,0.0,0,0.0,2.2119319906130257,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 03:00:00,0,0,0,0.0,0.0,0.0,1.6961009233957887,0.0,0,0.0,1.6961009233957887,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 04:00:00,0,0,0,0.0,0.0,0.0,3.0972695085404425,0.0,0,0.0,3.0972695085404425,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 05:00:00,1,0,0,0.0,0.0,0.0,2.7022283337440105,0.0,0,0.0,0.0,2.7022283337440105,0,1,0,1,0,1,0,1,1
2026-01-03 06:00:00,1,0,0,0.0,0.0,0.079501443291666,2.668508110252083,0.079501443291666,0,0.0,0.0,2.589006666960417,0,1,0,1,1,1,0,1,1
2026-01-03 07:00:00,1,0,0,0.0,0.0,0.0,3.8567463413320553,0.0,0,0.0,0.0,3.8567463413320553,0,1,0,1,0,1,0,1,1
2026-01-03 08:00:00,0,0,0,0.0,0.0,0.0073426464055189,3.785744900799839,0.0,0,0.0,3.785744900799839,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 09:00:00,0,0,0,0.0,0.0,0.1347996935346536,4.803304982711164,0.1347996935346536,0,0.0,4.66850528917651,0.0,0,1,1,1,1,1,0,1,1
2026-01-03 10:00:00,0,0,0,0.0,0.0,0.0,5.032573949030472,0.0,0,0.0,5.032573949030472,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 11:00:00,0,0,0,0.0,0.0,0.0454921439822707,5.336601794808254,0.0454921439822707,0,0.0,5.291109650825983,0.0,0,1,1,1,1,1,0,1,1
2026-01-03 12:00:00,0,0,0,0.0,0.0,0.2127782569060933,4.86953402903273,0.2127782569060933,0,0.0,4.656755772126637,0.0,0,1,1,1,1,1,0,1,1
2026-01-03 13:00:00,0,0,0,0.0,0.0,0.0824713628389156,5.2229160254870015,0.0824713628389156,0,0.0,5.140444662648086,0.0,0,1,1,1,1,1,0,1,1
2026-01-03 14:00:00,0,0,0,0.0,0.0,0.0,4.260274577005809,0.0,0,0.0,4.260274577005809,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 15:00:00,0,0,0,0.0,0.0,0.0426041630093678,4.305882800850249,0.0426041630093678,0,0.0,4.263278637840881,0.0,0,1,1,1,1,1,0,1,1
2026-01-03 16:00:00,0,0,0,0.0,0.0,0.1101072537379036,3.769123863396,0.1101072537379036,0,0.0,3.6590166096580963,0.0,0,1,1,1,1,1,0,1,1
2026-01-03 17:00:00,0,0,0,0.0,0.0,0.0513319776694966,3.8341061361687743,0.0513319776694966,0,0.0,3.7827741584992776,0.0,0,1,1,1,1,1,0,1,1
2026-01-03 18:00:00,0,0,0,0.0,0.0,0.0748035465553983,3.8782743625430545,0.0748035465553983,0,0.0,3.803470815987656,0.0,0,1,1,1,1,1,0,1,1
2026-01-03 19:00:00,0,0,0,0.0,0.0,0.0,2.6046869717007417,0.0,0,0.0,2.6046869717007417,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 20:00:00,0,0,0,0.0,0.0,0.0,1.8959734163808395,0.0,0,0.0,1.8959734163808395,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 21:00:00,0,0,0,0.0,0.0,0.0,1.7200592602816078,0.0,0,0.0,1.7200592602816078,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 22:00:00,0,0,0,0.0,0.0,0.0,2.1888696279080166,0.0,0,0.0,2.1888696279080166,0.0,0,1,1,1,0,1,0,1,1
2026-01-03 23:00:00,0,0,0,0.0,0.0,0.0,1.693665360160063,0.0,0,0.0,1.693665360160063,0.0,0,1,1,1,0,1,0,1,1
2026-01-04 00:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,1,0,1,1
2026-01-04 01:00:00,0,0,0,0.0,0.0,0.0,1.4267719516578268,0.0,0,0.0,1.4267719516578268,0.0,0,1,1,1,0,1,0,1,1
2026-01-04 02:00:00,0,0,0,0.0,0.0,0.0,1.6645459459981309,0.0,0,0.0,1.6645459459981309,0.0,0,1,1,1,0,1,0,1,1
2026-01-04 03:00:00,0,0,0,0.0,0.0,0.0,2.144549496888792,0.0,0,0.0,2.144549496888792,0.0,0,1,1,1,0,1,0,1,1
2026-01-04 04:00:00,0,0,0,0.0,0.0,0.0,2.01359736375755,0.0,0,0.0,2.01359736375755,0.0,0,1,1,1,0,1,0,1,1
2026-01-04 05:00:00,0,0,0,0.0,0.0,0.0,3.30582734007834,0.0,0,0.0,3.30582734007834,0.0,0,1,1,1,0,1,0,1,1
2026-01-04 06:00:00,0,0,0,0.0,0.0,0.0315610349134862,3.7605560652296863,0.0315610349134862,0,0.0,3.7289950303162,0.0,0,1,1,1,1,1,0,1,1
2026-01-04 07:00:00,0,0,0,0.0,0.0,0.0,3.3706311986191957,0.0,0,0.0,3.3706311986191957,0.0,0,1,1,1,0,1,0,0,1
2026-01-04 08:00:00,0,0,0,0.0,0.0,0.1764618217185941,3.796602482184643,0.1764618217185941,0,0.0,3.6201406604660487,0.0,0,1,1,1,1,1,0,0,1
2026-01-04 09:00:00,0,0,0,0.0,0.0,0.1247742975130224,3.70294857099181,0.1247742975130224,0,0.0,3.5781742734787874,0.0,0,1,1,1,1,1,0,0,1
2026-01-04 10:00:00,0,0,0,0.0,0.0,0.0904696178625657,5.1325530895347296,0.0904696178625657,0,0.0,5.042083471672163,0.0,0,1,1,1,1,1,0,0,1
2026-01-04 11:00:00,0,0,0,0.0,0.0,0.1602666820670837,5.033717678050087,0.1602666820670837,0,0.0,4.873450995983004,0.0,0,1,1,1,1,1,0,1,1
2026-01-04 12:00:00,0,0,0,0.0,0.0,0.2066089578005963,4.948791382366631,0.2066089578005963,0,0.0,4.7421824245660344,0.0,0,1,1,1,1,1,0,1,1
2026-01-04 13:00:00,0,0,0,0.0,0.0,0.1310610181751616,5.287400406685182,0.1310610181751616,0,0.0,5.156339388510021,0.0,0,1,1,1,1,1,0,1,1
2026-01-04 14:00:00,0,0,0,0.0,0.0,0.0694806772220852,4.414736212769435,0.0694806772220852,0,0.0,4.34525553554735,0.0,0,1,1,1,1,1,0,1,1
2026-01-04 15:00:00,0,0,0,0.0,0.0,0.0964508628085327,3.8989082355650013,0.0964508628085327,0,0.0,3.802457372756469,0.0,0,1,1,1,1,1,0,1,1
2026-01-04 16:00:00,0,0,0,0.0,0.0,0.1408521624352267,3.15027737854491,0.1408521624352267,0,0.0,3.0094252161096833,0.0,0,1,1,1,1,1,0,1,1
2026-01-04 17:00:00,0,0,0,0.0,0.0,0.0223627246175339,2.8931371637799,0.0223627246175339,0,0.0,2.8707744391623664,0.0,0,1,1,1,1,1,0,1,1
2026-01-04 18:00:00,0,0,0,0.0,0.0,0.0477902567506727,2.633452200209976,0.0477902567506727,0,0.0,2.585661943459303,0.0,0,1,1,1,1,1,0,1,1
2026-01-04 19:00:00,0,0,0,0.0,0.0,0.0,2.402237827932938,0.0,0,0.0,2.402237827932938,0.0,0,1,1,1,0,1,0,1,1
2026-01-04 20:00:00,0,0,0,0.0,0.0,0.0,2.859368817511262,0.0,0,0.0,2.859368817511262,0.0,0,1,1,1,0,1,0,1,1
2026-01-04 21:00:00,1,0,1,0.0,0.0,0.0,2.622679209195528,0.0,0,0.0,0.0,2.622679209195528,0,0,1,1,0,1,0,1,1
2026-01-04 22:00:00,1,0,1,0.0,0.0,0.0,1.7159620133781428,0.0,0,0.0,0.0,1.7159620133781428,0,0,1,1,0,1,0,1,1
2026-01-04 23:00:00,1,0,1,0.0,0.0,0.0,1.0440110568366696,0.0,0,0.0,0.0,1.0440110568366696,0,0,1,1,0,1,0,1,1
2026-01-05 00:00:00,1,0,1,0.0,0.0,0.0,1.3983561394167305,0.0,0,0.0,0.0,1.3983561394167305,0,0,1,1,0,1,0,1,1
2026-01-05 01:00:00,1,0,1,0.0,0.0,0.0,1.4662477524565998,0.0,0,0.0,0.0,1.4662477524565998,0,0,1,1,0,1,0,1,1
2026-01-05 02:00:00,1,0,1,0.0,0.0,0.0,1.4462317501578918,0.0,0,0.0,0.0,1.4462317501578918,0,0,1,1,0,1,0,1,1
2026-01-05 03:00:00,1,0,1,0.0,0.0,0.0,2.517160476187627,0.0,0,0.0,0.0,2.517160476187627,0,0,1,1,0,1,0,1,1
2026-01-05 04:00:00,1,0,1,0.0,0.0,0.0,1.7388012679708136,0.0,0,0.0,0.0,1.7388012679708136,0,0,1,1,0,1,0,1,1
2026-01-05 05:00:00,1,0,1,0.0,0.0,0.0,2.2257684405356772,0.0,0,0.0,0.0,2.2257684405356772,0,0,1,1,0,1,0,1,1
2026-01-05 06:00:00,1,0,0,0.0,0.0,0.0721353260807192,3.2042836334001517,0.0721353260807192,0,0.0,0.0,3.1321483073194325,0,0,1,1,1,1,0,1,1
2026-01-05 07:00:00,1,0,1,0.0,0.0,0.0,3.887566458446795,0.0,0,0.0,0.0,3.887566458446795,0,0,1,1,0,1,0,1,1
2026-01-05 08:00:00,1,0,0,0.0,0.0,0.0703659538270513,4.03497743776991,0.0703659538270513,0,0.0,0.0,3.9646114839428583,0,0,1,1,1,1,0,1,1
2026-01-05 09:00:00,1,0,0,0.0,0.0,0.1177654124114431,4.1524511169602,0.1177654124114431,0,0.0,0.0,4.034685704548757,0,0,1,1,1,1,0,1,1
2026-01-05 10:00:00,1,0,0,0.0,0.0,0.1288138166393287,5.0279806548777515,0.1288138166393287,0,0.0,0.0,4.899166838238423,0,0,1,1,1,1,0,1,1
2026-01-05 11:00:00,1,0,0,0.0,0.0,0.1605011289182327,4.803837982211974,0.1605011289182327,0,0.0,0.0,4.643336853293741,0,0,1,1,1,1,0,1,1
2026-01-05 12:00:00,1,0,0,0.0,0.0,0.221383269798302,4.136779133712803,0.221383269798302,0,0.0,0.0,3.9153958639145015,0,0,1,1,1,1,0,1,1
2026-01-05 13:00:00,1,0,0,0.0,0.0,0.1103224642371297,4.926935558967196,0.1103224642371297,0,0.0,0.0,4.816613094730067,0,0,1,1,1,1,0,1,1
2026-01-05 14:00:00,1,0,0,0.0,0.0,0.0700496659803139,4.793689239686635,0.0700496659803139,0,0.0,0.0,4.723639573706321,0,0,1,1,1,1,0,1,1
2026-01-05 15:00:00,1,0,0,0.0,0.0,0.0232703791711984,4.10806656173738,0.0232703791711984,0,0.0,0.0,4.084796182566182,0,0,1,1,1,1,0,1,1
2026-01-05 16:00:00,1,0,0,0.0,0.0,0.0416252162592613,4.428899235748007,0.0416252162592613,0,0.0,0.0,4.387274019488746,0,0,1,1,1,1,0,1,1
2026-01-05 17:00:00,1,0,0,0.0,0.0,0.0735897848623252,4.185482154972129,0.0735897848623252,0,0.0,0.0,4.111892370109803,0,0,1,1,1,1,0,1,1
2026-01-05 18:00:00,1,0,1,0.0,0.0,0.0,3.8026753912247733,0.0,0,0.0,0.0,3.8026753912247733,0,0,1,1,0,1,0,1,1
2026-01-05 19:00:00,1,0,1,0.0,0.0,0.0,2.014333249409603,0.0,0,0.0,0.0,2.014333249409603,0,0,1,1,0,1,0,1,1
2026-01-05 20:00:00,1,0,1,0.0,0.0,0.0,2.612113862302397,0.0,0,0.0,0.0,2.612113862302397,0,0,1,1,0,1,0,1,1
2026-01-05 21:00:00,1,0,1,0.0,0.0,0.0,2.5663960396842858,0.0,0,0.0,0.0,2.5663960396842858,0,0,1,1,0,1,0,1,1
2026-01-05 22:00:00,1,0,1,0.0,0.0,0.0,2.4084820426046933,0.0,0,0.0,0.0,2.4084820426046933,0,0,1,1,0,1,0,1,0
2026-01-05 23:00:00,1,0,1,0.0,0.0,0.0,1.8092583234643107,0.0,0,0.0,0.0,1.8092583234643107,0,0,1,1,0,1,0,1,0
2026-01-06 00:00:00,1,0,1,0.0,0.0,0.0,2.1398860722647592,0.0,0,0.0,0.0,2.1398860722647592,0,0,1,1,0,1,0,1,1
2026-01-06 01:00:00,1,0,1,0.0,0.0,0.0,1.0283413129056604,0.0,0,0.0,0.0,1.0283413129056604,0,0,1,1,0,1,0,1,1
2026-01-06 02:00:00,1,0,1,0.0,0.0,0.0,1.5706134814535693,0.0,0,0.0,0.0,1.5706134814535693,0,0,1,1,0,1,0,1,1
2026-01-06 03:00:00,1,0,1,0.0,0.0,0.0,2.779480649043676,0.0,0,0.0,0.0,2.779480649043676,0,0,1,1,0,1,0,1,1
2026-01-06 04:00:00,1,0,1,0.0,0.0,0.0,2.0601303876347625,0.0,0,0.0,0.0,2.0601303876347625,0,0,1,1,0,1,0,1,1
2026-01-06 05:00:00,1,0,1,0.0,0.0,0.0,2.4779072923852157,0.0,0,0.0,0.0,2.4779072923852157,0,0,1,1,0,1,0,1,1
2026-01-06 06:00:00,1,0,0,0.0,0.0,0.0263976530701123,3.8268684132401303,0.0263976530701123,0,0.0,0.0,3.800470760170018,0,0,1,1,1,1,0,1,1
2026-01-06 07:00:00,1,0,0,0.0,0.0,0.0590045993540521,3.797024872340054,0.0590045993540521,0,0.0,0.0,3.738020272986002,0,0,1,1,1,1,0,1,1
2026-01-06 08:00:00,1,0,0,0.0,0.0,0.0559577184178045,4.535868848708053,0.0559577184178045,0,0.0,0.0,4.479911130290248,0,0,1,1,1,1,0,1,1
2026-01-06 09:00:00,1,0,0,0.0,0.0,0.0997414310076577,4.682032538670467,0.0997414310076577,0,0.0,0.0,4.582291107662809,0,0,1,1,1,1,0,1,1
2026-01-06 10:00:00,1,0,0,0.0,0.0,0.2653028514138219,4.588142043292913,0.2653028514138219,0,0.0,0.0,4.3228391918790905,0,0,1,1,1,1,0,1,1
2026-01-06 11:00:00,1,0,0,0.0,0.0,0.1466025916538572,4.536065930805906,0.1466025916538572,0,0.0,0.0,4.389463339152049,0,0,1,1,1,1,0,1,1
2026-01-06 12:00:00,1,0,0,0.0,0.0,0.2309735796919679,4.305575639588486,0.2309735796919679,0,0.0,0.0,4.0746020598965185,0,0,1,1,1,1,0,1,1
2026-01-06 13:00:00,1,0,0,0.0,0.0,0.1705830468699803,4.502455688169226,0.1705830468699803,0,0.0,0.0,4.331872641299245,0,0,1,1,1,1,0,1,1
2026-01-06 14:00:00,1,0,0,0.0,0.0,0.1451354434968505,4.05717713962107,0.1451354434968505,0,0.0,0.0,3.912041696124219,0,0,1,1,1,1,0,1,1
2026-01-06 15:00:00,1,0,0,0.0,0.0,0.121726085723839,4.573131843573861,0.121726085723839,0,0.0,0.0,4.451405757850021,0,0,1,1,1,1,0,1,1
2026-01-06 16:00:00,1,0,0,0.0,0.0,0.0519246062490848,4.58474026187434,0.0519246062490848,0,0.0,0.0,4.532815655625255,0,0,1,1,1,1,0,1,1
2026-01-06 17:00:00,1,0,0,0.0,0.0,0.0126062731718354,3.070409080753687,0.0126062731718354,0,0.0,0.0,3.0578028075818517,0,0,1,1,1,1,0,1,1
2026-01-06 18:00:00,1,0,1,0.0,0.0,0.0007925054472637,3.511494711764926,0.0,0,0.0,0.0,3.511494711764926,0,0,1,1,0,1,0,1,1
2026-01-06 19:00:00,1,0,1,0.0,0.0,0.0,2.3177926353687597,0.0,0,0.0,0.0,2.3177926353687597,0,0,1,1,0,1,0,1,1
2026-01-06 20:00:00,1,0,1,0.0,0.0,0.0,2.074119257710449,0.0,0,0.0,0.0,2.074119257710449,0,0,1,1,0,1,0,1,1
2026-01-06 21:00:00,1,0,1,0.0,0.0,0.0,1.3461630112206195,0.0,0,0.0,0.0,1.3461630112206195,0,0,1,1,0,1,0,1,1
2026-01-06 22:00:00,0,0,0,0.0,0.0,0.0,2.122425589998982,0.0,0,0.0,2.122425589998982,0.0,0,1,1,1,0,1,0,1,1
2026-01-06 23:00:00,0,0,0,0.0,0.0,0.0,1.7403406237006576,0.0,0,0.0,1.7403406237006576,0.0,0,1,1,1,0,1,0,1,1
2026-01-07 00:00:00,0,0,0,0.0,0.0,0.0,2.332532357727784,0.0,0,0.0,2.332532357727784,0.0,0,1,1,1,0,1,0,1,1
2026-01-07 01:00:00,0,0,0,0.0,0.0,0.0,2.125156214743652,0.0,0,0.0,2.125156214743652,0.0,0,1,1,1,0,1,0,1,1
2026-01-07 02:00:00,0,0,0,0.0,0.0,0.0,2.3918606632754935,0.0,0,0.0,2.3918606632754935,0.0,0,1,1,1,0,1,0,1,1
2026-01-07 03:00:00,0,0,0,0.0,0.0,0.0,2.8117312839256994,0.0,0,0.0,2.8117312839256994,0.0,0,1,1,1,0,1,0,1,1
2026-01-07 04:00:00,0,0,0,0.0,0.0,0.0,2.804546325705986,0.0,0,0.0,2.804546325705986,0.0,0,1,1,1,0,1,0,1,1
2026-01-07 05:00:00,0,0,0,0.0,0.0,0.0,3.3866718801226856,0.0,0,0.0,3.3866718801226856,0.0,0,1,1,1,0,1,0,1,1
2026-01-07 06:00:00,0,0,0,0.0,0.0,0.0905372567549613,3.8750375024277597,0.0905372567549613,0,0.0,3.7845002456727985,0.0,0,1,1,1,1,1,0,1,1
2026-01-07 07:00:00,0,0,0,0.0,0.0,0.0733922343384908,2.8903221303209983,0.0733922343384908,0,0.0,2.8169298959825073,0.0,0,1,1,1,1,1,0,1,1
2026-01-07 08:00:00,0,0,0,0.0,0.0,0.123915912381162,4.289409963711544,0.123915912381162,0,0.0,4.165494051330382,0.0,0,1,1,1,1,1,0,1,1
2026-01-07 09:00:00,0,0,0,0.0,0.0,0.1152857450075727,4.862939872403983,0.1152857450075727,0,0.0,4.74765412739641,0.0,0,1,1,1,1,1,0,1,1
2026-01-07 10:00:00,0,0,0,0.0,0.0,0.1884735614828106,4.742763869453274,0.1884735614828106,0,0.0,4.554290307970463,0.0,0,1,1,1,1,1,0,1,1
2026-01-07 11:00:00,0,0,0,0.0,0.0,0.1838319403440795,4.315318136114551,0.1838319403440795,0,0.0,4.131486195770472,0.0,0,1,1,1,1,1,0,1,1
2026-01-07 12:00:00,0,0,0,0.0,0.0,0.2595372497575414,5.210700809247626,0.2595372497575414,0,0.0,4.951163559490085,0.0,0,1,1,1,1,1,0,1,1
2026-01-07 13:00:00,0,0,0,0.0,0.0,0.1596926405007419,4.368441846140295,0.1596926405007419,0,0.0,4.2087492056395535,0.0,0,1,1,1,1,1,0,1,0
2026-01-07 14:00:00,0,0,0,0.0,0.0,0.1102006528263702,3.9802804307751773,0.1102006528263702,0,0.0,3.870079777948807,0.0,0,1,1,1,1,1,0,1,0
2026-01-07 15:00:00,0,0,0,0.0,0.0,0.1118637759805863,3.6537663038293697,0.1118637759805863,0,0.0,3.5419025278487832,0.0,0,1,1,1,1,1,0,1,0
2026-01-07 16:00:00,0,0,0,0.0,0.0,0.0927385905871391,3.159201913791167,0.0927385905871391,0,0.0,3.066463323204028,0.0,0,1,1,1,1,1,0,1,0
