,loss_of_supply,immediate_failure,islanded_failure,soc,battery_kwh,solar_generation_kw,load_demand_kw,pv_to_load_kw,pv_to_battery_kw,battery_to_load_kw,grid_to_load_kw,unmet_load_kw,can_charge,battery_can_discharge,Grid,PCC_Breaker,Islanding_Controller,PV_Array,PV_Inverter,Battery_Pack,BMS,PCS
2026-01-01 15:00:00,0,0,0,0.0,0.0,0.0,2.5087256078263223,0.0,0.0,0.0,2.5087256078263223,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-01 16:00:00,0,0,0,0.0,0.0,0.0596546427767138,2.6730595654128315,0.0596546427767138,0.0,0.0,2.613404922636118,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-01 17:00:00,0,0,0,0.0,0.0,0.0561648371149458,1.8844299309089836,0.0561648371149458,0.0,0.0,1.828265093794038,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-01 18:00:00,0,0,0,0.0,0.0,0.0428050473933348,1.8856714257579208,0.0428050473933348,0.0,0.0,1.842866378364586,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-01 19:00:00,0,0,0,0.0,0.0,0.0,1.6445814982858198,0.0,0.0,0.0,1.6445814982858198,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-01 20:00:00,0,0,0,0.0,0.0,0.0,1.563848397210775,0.0,0.0,0.0,1.563848397210775,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-01 21:00:00,0,0,0,0.0,0.0,0.0,1.2591261771119402,0.0,0.0,0.0,1.2591261771119402,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-01 22:00:00,0,0,0,0.0,0.0,0.0,1.0657468805143282,0.0,0.0,0.0,1.0657468805143282,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-01 23:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-02 00:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-02 01:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-02 02:00:00,0,0,0,0.0,0.0,0.0,1.0709100021136941,0.0,0.0,0.0,1.0709100021136941,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-02 03:00:00,0,0,0,0.0,0.0,0.0,1.1611588608753682,0.0,0.0,0.0,1.1611588608753682,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-02 04:00:00,0,0,0,0.0,0.0,0.0,1.4785226227692447,0.0,0.0,0.0,1.4785226227692447,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-02 05:00:00,1,0,0,0.0,0.0,0.0,1.507544679457864,0.0,0.0,0.0,0.0,1.507544679457864,0,0,1,1,0,1,1,1,1,1
2026-01-02 06:00:00,1,0,0,0.0,0.0,0.0,2.187992895548568,0.0,0.0,0.0,0.0,2.187992895548568,0,0,1,1,0,1,1,1,1,1
2026-01-02 07:00:00,1,0,0,0.0,0.0,0.0030794972607217,1.8963718015762785,0.0,0.0,0.0,0.0,1.8963718015762785,0,0,1,1,0,1,1,1,1,1
2026-01-02 08:00:00,1,0,0,0.0,0.0,0.0359143944589269,2.656149928516073,0.0359143944589269,0.0,0.0,0.0,2.620235534057146,0,0,1,1,0,1,1,1,1,1
2026-01-02 09:00:00,1,0,0,0.0,0.0,0.0594111383421391,2.838989171293413,0.0594111383421391,0.0,0.0,0.0,2.779578032951274,0,0,1,1,0,1,1,1,1,1
2026-01-02 10:00:00,1,0,0,0.0,0.0,0.0456774006844351,2.701857639368487,0.0456774006844351,0.0,0.0,0.0,2.656180238684052,0,0,1,1,0,1,1,1,1,1
2026-01-02 11:00:00,1,0,0,0.0,0.0,0.15725498123755,2.628908874505144,0.15725498123755,0.0,0.0,0.0,2.471653893267594,0,0,1,1,0,1,1,1,1,1
2026-01-02 12:00:00,1,0,0,0.0,0.0,0.1238987460771286,2.9330399339911573,0.1238987460771286,0.0,0.0,0.0,2.8091411879140287,0,0,1,1,0,1,1,0,1,1
2026-01-02 13:00:00,1,0,0,0.0,0.0,0.0712524045956175,3.0273438194111293,0.0712524045956175,0.0,0.0,0.0,2.956091414815512,0,0,1,1,0,1,1,0,1,1
2026-01-02 14:00:00,1,0,0,0.0,0.0,0.0782337777588903,2.813871192722811,0.0782337777588903,0.0,0.0,0.0,2.7356374149639207,0,0,1,1,0,1,1,0,1,1
2026-01-02 15:00:00,0,0,0,0.0,0.0,0.0096195616612433,2.4143373917190623,0.0,0.0,0.0,2.4143373917190623,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-02 16:00:00,0,0,0,0.0,0.0,0.0506624392023148,2.2800683823746386,0.0506624392023148,0.0,0.0,2.2294059431723237,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-02 17:00:00,0,0,0,0.0,0.0,0.1228979737971701,2.3301185752304616,0.1228979737971701,0.0,0.0,2.2072206014332916,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-02 18:00:00,0,0,0,0.0,0.0,0.0,2.0100280333808436,0.0,0.0,0.0,2.0100280333808436,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-02 19:00:00,0,0,0,0.0,0.0,0.0,1.522168797157179,0.0,0.0,0.0,1.522168797157179,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-02 20:00:00,0,0,0,0.0,0.0,0.0,1.3785820059640743,0.0,0.0,0.0,1.3785820059640743,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-02 21:00:00,0,0,0,0.0,0.0,0.0,1.2653690798861938,0.0,0.0,0.0,1.2653690798861938,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-02 22:00:00,0,0,0,0.0,0.0,0.0,1.1022270161181849,0.0,0.0,0.0,1.1022270161181849,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-02 23:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-03 00:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-03 01:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-03 02:00:00,0,0,0,0.0,0.0,0.0,1.299983163806335,0.0,0.0,0.0,1.299983163806335,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-03 03:00:00,0,0,0,0.0,0.0,0.0,1.147862091338536,0.0,0.0,0.0,1.147862091338536,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-03 04:00:00,0,0,0,0.0,0.0,0.0,1.465871974670875,0.0,0.0,0.0,1.465871974670875,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-03 05:00:00,0,0,0,0.0,0.0,0.0,1.8216716165545088,0.0,0.0,0.0,1.8216716165545088,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-03 06:00:00,0,0,0,0.0,0.0,0.079501443291666,1.7731511024287347,0.079501443291666,0.0,0.0,1.6936496591370687,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-03 07:00:00,0,0,0,0.0,0.0,0.0,2.2755802783280763,0.0,0.0,0.0,2.2755802783280763,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-03 08:00:00,0,0,0,0.0,0.0,0.0073426464055189,2.432802083074454,0.0,0.0,0.0,2.432802083074454,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-03 09:00:00,0,0,0,0.0,0.0,0.1347996935346536,2.3835645798762597,0.1347996935346536,0.0,0.0,2.248764886341606,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-03 10:00:00,0,0,0,0.0,0.0,0.0,2.694878559861149,0.0,0.0,0.0,2.694878559861149,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 11:00:00,0,0,0,0.0,0.0,0.0454921439822707,2.6025624091396082,0.0454921439822707,0.0,0.0,2.5570702651573374,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 12:00:00,0,0,0,0.0,0.0,0.2127782569060933,2.8853130458548106,0.2127782569060933,0.0,0.0,2.672534788948717,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 13:00:00,0,0,0,0.0,0.0,0.0824713628389156,3.035940508119929,0.0824713628389156,0.0,0.0,2.953469145281013,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 14:00:00,0,0,0,0.0,0.0,0.0,2.8095404273079403,0.0,0.0,0.0,2.8095404273079403,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 15:00:00,0,0,0,0.0,0.0,0.0426041630093678,2.8498030310092695,0.0426041630093678,0.0,0.0,2.807198867999902,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 16:00:00,0,0,0,0.0,0.0,0.1101072537379036,2.4051520769315076,0.1101072537379036,0.0,0.0,2.295044823193604,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 17:00:00,0,0,0,0.0,0.0,0.0513319776694966,1.995917632829919,0.0513319776694966,0.0,0.0,1.9445856551604224,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 18:00:00,0,0,0,0.0,0.0,0.0748035465553983,1.6561286367350603,0.0748035465553983,0.0,0.0,1.581325090179662,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 19:00:00,0,0,0,0.0,0.0,0.0,1.634858317140136,0.0,0.0,0.0,1.634858317140136,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 20:00:00,0,0,0,0.0,0.0,0.0,1.2183527850424436,0.0,0.0,0.0,1.2183527850424436,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 21:00:00,0,0,0,0.0,0.0,0.0,1.2800153573853152,0.0,0.0,0.0,1.2800153573853152,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 22:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-03 23:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-04 00:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1,0,1
2026-01-04 01:00:00,0,0,0,0.0,0.0,0.0,1.1336052038378606,0.0,0.0,0.0,1.1336052038378606,0.0,0,0,1,1,1,0,1,1,0,1
2026-01-04 02:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,0,1,1,0,1
2026-01-04 03:00:00,0,0,0,0.0,0.0,0.0,1.492566305319238,0.0,0.0,0.0,1.492566305319238,0.0,0,0,1,1,1,0,1,1,0,1
2026-01-04 04:00:00,0,0,0,0.0,0.0,0.0,1.59785143539351,0.0,0.0,0.0,1.59785143539351,0.0,0,0,1,1,1,0,1,1,0,1
2026-01-04 05:00:00,0,0,0,0.0,0.0,0.0,1.6729621710029332,0.0,0.0,0.0,1.6729621710029332,0.0,0,0,1,1,1,0,1,1,0,1
2026-01-04 06:00:00,0,0,0,0.0,0.0,0.0315610349134862,2.110513651050419,0.0,0.0,0.0,2.110513651050419,0.0,0,0,1,1,1,0,1,1,0,1
2026-01-04 07:00:00,0,0,0,0.0,0.0,0.0,1.8767719599746628,0.0,0.0,0.0,1.8767719599746628,0.0,0,0,1,1,1,0,1,1,0,1
2026-01-04 08:00:00,0,0,0,0.0,0.0,0.1764618217185941,2.6788877884337037,0.0,0.0,0.0,2.6788877884337037,0.0,0,0,1,1,1,0,1,1,0,1
2026-01-04 09:00:00,0,0,0,0.0,0.0,0.1247742975130224,2.5364764551178505,0.0,0.0,0.0,2.5364764551178505,0.0,0,0,1,1,1,0,1,1,0,1
2026-01-04 10:00:00,0,0,0,0.0,0.0,0.0904696178625657,2.585126299487495,0.0,0.0,0.0,2.585126299487495,0.0,0,0,1,1,1,0,1,1,0,1
2026-01-04 11:00:00,0,0,0,0.0,0.0,0.1602666820670837,3.0934506961248673,0.0,0.0,0.0,3.0934506961248673,0.0,0,0,1,1,1,0,0,1,0,1
2026-01-04 12:00:00,0,0,0,0.0,0.0,0.2066089578005963,3.0116682037881297,0.0,0.0,0.0,3.0116682037881297,0.0,0,0,1,1,1,0,0,1,0,1
2026-01-04 13:00:00,0,0,0,0.0,0.0,0.1310610181751616,3.0268188518794923,0.0,0.0,0.0,3.0268188518794923,0.0,0,0,1,1,1,0,0,1,0,1
2026-01-04 14:00:00,0,0,0,0.0,0.0,0.0694806772220852,2.633528697264781,0.0,0.0,0.0,2.633528697264781,0.0,0,0,1,1,1,0,0,1,1,1
2026-01-04 15:00:00,0,0,0,0.0,0.0,0.0964508628085327,2.46316838800171,0.0,0.0,0.0,2.46316838800171,0.0,0,0,1,1,1,0,0,1,1,1
2026-01-04 16:00:00,0,0,0,0.0,0.0,0.1408521624352267,2.6001025189698406,0.0,0.0,0.0,2.6001025189698406,0.0,0,0,1,1,1,0,0,1,1,1
2026-01-04 17:00:00,0,0,0,0.0,0.0,0.0223627246175339,2.080177529884477,0.0,0.0,0.0,2.080177529884477,0.0,0,0,1,1,1,0,0,1,1,1
2026-01-04 18:00:00,0,0,0,0.0,0.0,0.0477902567506727,1.6556397044677016,0.0,0.0,0.0,1.6556397044677016,0.0,0,0,1,1,1,0,0,1,1,1
2026-01-04 19:00:00,0,0,0,0.0,0.0,0.0,1.7104670613564759,0.0,0.0,0.0,1.7104670613564759,0.0,0,0,1,1,1,0,0,1,1,1
2026-01-04 20:00:00,0,0,0,0.0,0.0,0.0,1.6969420174941394,0.0,0.0,0.0,1.6969420174941394,0.0,0,0,1,1,1,0,0,1,1,1
2026-01-04 21:00:00,0,0,0,0.0,0.0,0.0,1.3613929630056267,0.0,0.0,0.0,1.3613929630056267,0.0,0,0,1,1,1,0,0,1,1,1
2026-01-04 22:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,0,0,1,1,1
2026-01-04 23:00:00,0,0,0,0.0,0.0,0.0,1.1144784313005722,0.0,0.0,0.0,1.1144784313005722,0.0,0,0,1,1,1,0,0,1,1,1
2026-01-05 00:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,0,0,1,1,1
2026-01-05 01:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,0,0,1,1,1
2026-01-05 02:00:00,0,0,0,0.0,0.0,0.0,1.2100883399830222,0.0,0.0,0.0,1.2100883399830222,0.0,0,0,1,1,1,1,0,1,1,1
2026-01-05 03:00:00,0,0,0,0.0,0.0,0.0,1.1076489460080319,0.0,0.0,0.0,1.1076489460080319,0.0,0,0,1,1,1,1,0,1,1,1
2026-01-05 04:00:00,0,0,0,0.0,0.0,0.0,1.3342006798289934,0.0,0.0,0.0,1.3342006798289934,0.0,0,0,1,1,1,1,0,1,1,1
2026-01-05 05:00:00,0,0,0,0.0,0.0,0.0,1.85629731088701,0.0,0.0,0.0,1.85629731088701,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 06:00:00,0,0,0,0.0,0.0,0.0721353260807192,1.775226627313579,0.0721353260807192,0.0,0.0,1.70309130123286,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 07:00:00,0,0,0,0.0,0.0,0.0,2.363564114700782,0.0,0.0,0.0,2.363564114700782,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 08:00:00,0,0,0,0.0,0.0,0.0703659538270513,2.3127466038581956,0.0703659538270513,0.0,0.0,2.2423806500311443,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 09:00:00,0,0,0,0.0,0.0,0.1177654124114431,2.8319709551102266,0.1177654124114431,0.0,0.0,2.7142055426987834,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 10:00:00,0,0,0,0.0,0.0,0.1288138166393287,3.028365192081262,0.1288138166393287,0.0,0.0,2.8995513754419333,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 11:00:00,0,0,0,0.0,0.0,0.1605011289182327,2.870096944973512,0.1605011289182327,0.0,0.0,2.7095958160552795,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 12:00:00,0,0,0,0.0,0.0,0.221383269798302,2.920824046867065,0.221383269798302,0.0,0.0,2.699440777068763,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 13:00:00,0,0,0,0.0,0.0,0.1103224642371297,2.5901340265849044,0.1103224642371297,0.0,0.0,2.479811562347775,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 14:00:00,0,0,0,0.0,0.0,0.0700496659803139,2.5881117370126474,0.0700496659803139,0.0,0.0,2.5180620710323334,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 15:00:00,0,0,0,0.0,0.0,0.0232703791711984,2.881749331695526,0.0232703791711984,0.0,0.0,2.8584789525243273,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 16:00:00,0,0,0,0.0,0.0,0.0416252162592613,2.2701467379685636,0.0416252162592613,0.0,0.0,2.228521521709302,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 17:00:00,0,0,0,0.0,0.0,0.0735897848623252,2.398053449518697,0.0735897848623252,0.0,0.0,2.324463664656372,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 18:00:00,0,0,0,0.0,0.0,0.0,1.7886170025345758,0.0,0.0,0.0,1.7886170025345758,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 19:00:00,0,0,0,0.0,0.0,0.0,1.5946112951533933,0.0,0.0,0.0,1.5946112951533933,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 20:00:00,0,0,0,0.0,0.0,0.0,1.2253689570344029,0.0,0.0,0.0,1.2253689570344029,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 21:00:00,0,0,0,0.0,0.0,0.0,1.3241859251763106,0.0,0.0,0.0,1.3241859251763106,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 22:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-05 23:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 00:00:00,0,0,0,0.0,0.0,0.0,1.1678378018133733,0.0,0.0,0.0,1.1678378018133733,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 01:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 02:00:00,0,0,0,0.0,0.0,0.0,1.2761026672999582,0.0,0.0,0.0,1.2761026672999582,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 03:00:00,0,0,0,0.0,0.0,0.0,1.3935028506431135,0.0,0.0,0.0,1.3935028506431135,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 04:00:00,0,0,0,0.0,0.0,0.0,1.3692398496390956,0.0,0.0,0.0,1.3692398496390956,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 05:00:00,0,0,0,0.0,0.0,0.0,1.8971618978311398,0.0,0.0,0.0,1.8971618978311398,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 06:00:00,0,0,0,0.0,0.0,0.0263976530701123,1.984994228861704,0.0263976530701123,0.0,0.0,1.9585965757915917,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 07:00:00,0,0,0,0.0,0.0,0.0590045993540521,2.283067610585151,0.0590045993540521,0.0,0.0,2.224063011231099,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 08:00:00,0,0,0,0.0,0.0,0.0559577184178045,2.3015354685970846,0.0559577184178045,0.0,0.0,2.24557775017928,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 09:00:00,0,0,0,0.0,0.0,0.0997414310076577,2.8868062275508075,0.0997414310076577,0.0,0.0,2.7870647965431496,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 10:00:00,0,0,0,0.0,0.0,0.2653028514138219,2.755529300673059,0.2653028514138219,0.0,0.0,2.490226449259237,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 11:00:00,0,0,0,0.0,0.0,0.1466025916538572,3.0012410445997983,0.1466025916538572,0.0,0.0,2.854638452945941,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 12:00:00,0,0,0,0.0,0.0,0.2309735796919679,2.8781512719445312,0.2309735796919679,0.0,0.0,2.6471776922525634,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 13:00:00,0,0,0,0.0,0.0,0.1705830468699803,2.9473687475406507,0.1705830468699803,0.0,0.0,2.77678570067067,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-06 14:00:00,0,0,0,0.0,0.0,0.1451354434968505,2.9846350430822053,0.1451354434968505,0.0,0.0,2.8394995995853547,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-06 15:00:00,0,0,0,0.0,0.0,0.121726085723839,2.6780696914593705,0.121726085723839,0.0,0.0,2.5563436057355315,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-06 16:00:00,0,0,0,0.0,0.0,0.0519246062490848,2.202519466290869,0.0519246062490848,0.0,0.0,2.1505948600417844,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-06 17:00:00,0,0,0,0.0,0.0,0.0126062731718354,2.3086057466543086,0.0126062731718354,0.0,0.0,2.2959994734824734,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-06 18:00:00,0,0,0,0.0,0.0,0.0007925054472637,1.8585493050540562,0.0,0.0,0.0,1.8585493050540562,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-06 19:00:00,0,0,0,0.0,0.0,0.0,1.3810486200843541,0.0,0.0,0.0,1.3810486200843541,0.0,0,0,1,1,1,1,1,0,1,1
2026-01-06 20:00:00,0,0,0,0.0,0.0,0.0,1.6519146835126608,0.0,0.0,0.0,1.6519146835126608,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 21:00:00,0,0,0,0.0,0.0,0.0,1.4871334015083668,0.0,0.0,0.0,1.4871334015083668,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 22:00:00,0,0,0,0.0,0.0,0.0,1.0771010271737753,0.0,0.0,0.0,1.0771010271737753,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-06 23:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-07 00:00:00,0,0,0,0.0,0.0,0.0,1.185749076047737,0.0,0.0,0.0,1.185749076047737,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-07 01:00:00,0,0,0,0.0,0.0,0.0,1.0422461669648726,0.0,0.0,0.0,1.0422461669648726,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-07 02:00:00,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-07 03:00:00,0,0,0,0.0,0.0,0.0,1.1237884365094624,0.0,0.0,0.0,1.1237884365094624,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-07 04:00:00,0,0,0,0.0,0.0,0.0,1.6264423579834264,0.0,0.0,0.0,1.6264423579834264,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-07 05:00:00,0,0,0,0.0,0.0,0.0,1.8506982396806508,0.0,0.0,0.0,1.8506982396806508,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-07 06:00:00,0,0,0,0.0,0.0,0.0905372567549613,2.0842514288914646,0.0905372567549613,0.0,0.0,1.9937141721365033,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-07 07:00:00,0,0,0,0.0,0.0,0.0733922343384908,2.3837786763569206,0.0733922343384908,0.0,0.0,2.3103864420184297,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-07 08:00:00,0,0,0,0.0,0.0,0.123915912381162,2.3517817965442736,0.123915912381162,0.0,0.0,2.2278658841631116,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-07 09:00:00,0,0,0,0.0,0.0,0.1152857450075727,2.8717577223878985,0.1152857450075727,0.0,0.0,2.756471977380326,0.0,0,0,1,1,1,1,1,1,1,1
2026-01-07 10:00:00,0,0,0,0.0,0.0,0.1884735614828106,2.9941757421319126,0.1884735614828106,0.0,0.0,2.805702180649102,0.0,0,0,1,1,1,1,1,1,1,1
