,soc,battery_kwh,solar_generation_kw,load_demand_kw,pv_to_load_kw,pv_to_battery_kw,battery_to_load_kw,grid_to_load_kw,unmet_load_kw,can_charge
2026-01-03 23:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2026-01-04 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2026-01-04 01:00:00,0.0,0.0,0.0,1.7962247103959137,0.0,0.0,0.0,1.7962247103959137,0.0,0
2026-01-04 02:00:00,0.0,0.0,0.0,2.479338113755225,0.0,0.0,0.0,2.479338113755225,0.0,0
2026-01-04 03:00:00,0.0,0.0,0.0,2.116597711786741,0.0,0.0,0.0,2.116597711786741,0.0,0
2026-01-04 04:00:00,0.0,0.0,0.0,2.1922884801986458,0.0,0.0,0.0,2.1922884801986458,0.0,0
2026-01-04 05:00:00,0.0,0.0,0.0,2.5656522698323356,0.0,0.0,0.0,2.5656522698323356,0.0,0
2026-01-04 06:00:00,0.0,0.0,0.0315610349134862,3.1449837655071775,0.0315610349134862,0.0,0.0,3.1134227305936912,0.0,0
2026-01-04 07:00:00,0.0,0.0,0.0,2.849113801444092,0.0,0.0,0.0,2.849113801444092,0.0,0
2026-01-04 08:00:00,0.0,0.0,0.1764618217185941,4.239937495902879,0.1764618217185941,0.0,0.0,4.063475674184285,0.0,0
2026-01-04 09:00:00,0.0,0.0,0.1247742975130224,4.922433354318034,0.1247742975130224,0.0,0.0,4.797659056805012,0.0,0
2026-01-04 10:00:00,0.0,0.0,0.0904696178625657,4.042004582125731,0.0904696178625657,0.0,0.0,3.9515349642631654,0.0,0
2026-01-04 11:00:00,0.0,0.0,0.1602666820670837,5.063184895434779,0.1602666820670837,0.0,0.0,4.902918213367696,0.0,0
2026-01-04 12:00:00,0.0,0.0,0.2066089578005963,5.101217774046468,0.2066089578005963,0.0,0.0,4.894608816245872,0.0,0
2026-01-04 13:00:00,0.0,0.0,0.1310610181751616,5.063051460989716,0.1310610181751616,0.0,0.0,4.931990442814555,0.0,0
2026-01-04 14:00:00,0.0,0.0,0.0694806772220852,4.989739656132536,0.0694806772220852,0.0,0.0,4.920258978910451,0.0,0
2026-01-04 15:00:00,0.0,0.0,0.0964508628085327,4.124436803121563,0.0964508628085327,0.0,0.0,4.02798594031303,0.0,0
2026-01-04 16:00:00,0.0,0.0,0.1408521624352267,4.62766841095514,0.1408521624352267,0.0,0.0,4.486816248519913,0.0,0
2026-01-04 17:00:00,0.0,0.0,0.0223627246175339,4.205342159251101,0.0223627246175339,0.0,0.0,4.182979434633567,0.0,0
2026-01-04 18:00:00,0.0,0.0,0.0477902567506727,3.74686991679694,0.0477902567506727,0.0,0.0,3.699079660046267,0.0,0
2026-01-04 19:00:00,0.0,0.0,0.0,2.9336087464301928,0.0,0.0,0.0,2.9336087464301928,0.0,0
2026-01-04 20:00:00,0.0,0.0,0.0,1.8245971912702639,0.0,0.0,0.0,1.8245971912702639,0.0,0
2026-01-04 21:00:00,0.0,0.0,0.0,2.0320674515741546,0.0,0.0,0.0,2.0320674515741546,0.0,0
2026-01-04 22:00:00,0.0,0.0,0.0,1.969780279955053,0.0,0.0,0.0,1.969780279955053,0.0,0
2026-01-04 23:00:00,0.0,0.0,0.0,1.1662249596374699,0.0,0.0,0.0,1.1662249596374699,0.0,0
2026-01-05 00:00:00,0.0,0.0,0.0,1.9656867214889608,0.0,0.0,0.0,1.9656867214889608,0.0,0
2026-01-05 01:00:00,0.0,0.0,0.0,1.402761979177949,0.0,0.0,0.0,1.402761979177949,0.0,0
2026-01-05 02:00:00,0.0,0.0,0.0,2.152762327192958,0.0,0.0,0.0,2.152762327192958,0.0,0
2026-01-05 03:00:00,0.0,0.0,0.0,1.3406634489670997,0.0,0.0,0.0,1.3406634489670997,0.0,0
2026-01-05 04:00:00,0.0,0.0,0.0,1.8849062471708664,0.0,0.0,0.0,1.8849062471708664,0.0,0
2026-01-05 05:00:00,0.0,0.0,0.0,3.033055774720552,0.0,0.0,0.0,3.033055774720552,0.0,0
2026-01-05 06:00:00,0.0,0.0,0.0721353260807192,2.5467766871570774,0.0721353260807192,0.0,0.0,2.4746413610763582,0.0,0
2026-01-05 07:00:00,0.0,0.0,0.0,3.4653351627018334,0.0,0.0,0.0,3.4653351627018334,0.0,0
2026-01-05 08:00:00,0.0,0.0,0.0703659538270513,4.136750189014886,0.0703659538270513,0.0,0.0,4.066384235187835,0.0,0
2026-01-05 09:00:00,0.0,0.0,0.1177654124114431,4.681457200813868,0.1177654124114431,0.0,0.0,4.563691788402425,0.0,0
2026-01-05 10:00:00,0.0,0.0,0.1288138166393287,3.9409531166426075,0.1288138166393287,0.0,0.0,3.812139300003279,0.0,0
2026-01-05 11:00:00,0.0,0.0,0.1605011289182327,4.785472684925338,0.1605011289182327,0.0,0.0,4.624971556007106,0.0,0
2026-01-05 12:00:00,0.0,0.0,0.221383269798302,5.190808208137247,0.221383269798302,0.0,0.0,4.969424938338944,0.0,0
2026-01-05 13:00:00,0.0,0.0,0.1103224642371297,4.306066114899352,0.1103224642371297,0.0,0.0,4.195743650662222,0.0,0
2026-01-05 14:00:00,0.0,0.0,0.0700496659803139,4.039104446795811,0.0700496659803139,0.0,0.0,3.969054780815497,0.0,0
2026-01-05 15:00:00,0.0,0.0,0.0232703791711984,4.934889791720365,0.0232703791711984,0.0,0.0,4.911619412549166,0.0,0
2026-01-05 16:00:00,0.0,0.0,0.0416252162592613,3.185252899489524,0.0416252162592613,0.0,0.0,3.1436276832302625,0.0,0
2026-01-05 17:00:00,0.0,0.0,0.0735897848623252,3.2237834270276675,0.0735897848623252,0.0,0.0,3.1501936421653425,0.0,0
2026-01-05 18:00:00,0.0,0.0,0.0,2.4862955658855697,0.0,0.0,0.0,2.4862955658855697,0.0,0
2026-01-05 19:00:00,0.0,0.0,0.0,2.528764786037027,0.0,0.0,0.0,2.528764786037027,0.0,0
2026-01-05 20:00:00,0.0,0.0,0.0,2.5632572221836503,0.0,0.0,0.0,2.5632572221836503,0.0,0
2026-01-05 21:00:00,0.0,0.0,0.0,2.410638009736272,0.0,0.0,0.0,2.410638009736272,0.0,0
2026-01-05 22:00:00,0.0,0.0,0.0,2.543013485753208,0.0,0.0,0.0,2.543013485753208,0.0,0
2026-01-05 23:00:00,0.0,0.0,0.0,1.2710746907088026,0.0,0.0,0.0,1.2710746907088026,0.0,0
2026-01-06 00:00:00,0.0,0.0,0.0,1.6409700093146555,0.0,0.0,0.0,1.6409700093146555,0.0,0
2026-01-06 01:00:00,0.0,0.0,0.0,2.3819718560303373,0.0,0.0,0.0,2.3819718560303373,0.0,0
2026-01-06 02:00:00,0.0,0.0,0.0,1.948234456022237,0.0,0.0,0.0,1.948234456022237,0.0,0
2026-01-06 03:00:00,0.0,0.0,0.0,2.7257823655105904,0.0,0.0,0.0,2.7257823655105904,0.0,0
2026-01-06 04:00:00,0.0,0.0,0.0,2.4476155924369443,0.0,0.0,0.0,2.4476155924369443,0.0,0
2026-01-06 05:00:00,0.0,0.0,0.0,2.6265435577147302,0.0,0.0,0.0,2.6265435577147302,0.0,0
2026-01-06 06:00:00,0.0,0.0,0.0263976530701123,3.314630899068787,0.0263976530701123,0.0,0.0,3.2882332459986747,0.0,0
2026-01-06 07:00:00,0.0,0.0,0.0590045993540521,4.144542252889966,0.0590045993540521,0.0,0.0,4.085537653535914,0.0,0
2026-01-06 08:00:00,0.0,0.0,0.0559577184178045,3.151947459709744,0.0559577184178045,0.0,0.0,3.0959897412919393,0.0,0
2026-01-06 09:00:00,0.0,0.0,0.0997414310076577,3.7495170157989146,0.0997414310076577,0.0,0.0,3.6497755847912567,0.0,0
2026-01-06 10:00:00,0.0,0.0,0.2653028514138219,4.485692618220694,0.2653028514138219,0.0,0.0,4.220389766806872,0.0,0
2026-01-06 11:00:00,0.0,0.0,0.1466025916538572,5.206701743961324,0.1466025916538572,0.0,0.0,5.060099152307467,0.0,0
2026-01-06 12:00:00,0.0,0.0,0.2309735796919679,4.015054495484825,0.2309735796919679,0.0,0.0,3.784080915792857,0.0,0
2026-01-06 13:00:00,0.0,0.0,0.1705830468699803,4.238645756528954,0.1705830468699803,0.0,0.0,4.068062709658974,0.0,0
2026-01-06 14:00:00,0.0,0.0,0.1451354434968505,4.261115703495011,0.1451354434968505,0.0,0.0,4.11598025999816,0.0,0
2026-01-06 15:00:00,0.0,0.0,0.121726085723839,4.837255773371366,0.0,0.0,0.0,4.837255773371366,0.0,0
2026-01-06 16:00:00,0.0,0.0,0.0519246062490848,3.2772864169906,0.0,0.0,0.0,3.2772864169906,0.0,0
2026-01-06 17:00:00,0.0,0.0,0.0126062731718354,3.0080068517250056,0.0,0.0,0.0,3.0080068517250056,0.0,0
2026-01-06 18:00:00,0.0,0.0,0.0007925054472637,2.713125400867805,0.0,0.0,0.0,2.713125400867805,0.0,0
2026-01-06 19:00:00,0.0,0.0,0.0,2.225828080851904,0.0,0.0,0.0,2.225828080851904,0.0,0
2026-01-06 20:00:00,0.0,0.0,0.0,2.6551822538401897,0.0,0.0,0.0,2.6551822538401897,0.0,0
2026-01-06 21:00:00,0.0,0.0,0.0,2.5588676199013802,0.0,0.0,0.0,2.5588676199013802,0.0,0
2026-01-06 22:00:00,0.0,0.0,0.0,1.9866161725907476,0.0,0.0,0.0,0.0,1.9866161725907476,0
2026-01-06 23:00:00,0.0,0.0,0.0,1.5760464744597504,0.0,0.0,0.0,0.0,1.5760464744597504,0
2026-01-07 00:00:00,0.0,0.0,0.0,1.8640802425855187,0.0,0.0,0.0,0.0,1.8640802425855187,0
2026-01-07 01:00:00,0.0,0.0,0.0,2.440816391226565,0.0,0.0,0.0,0.0,2.440816391226565,0
2026-01-07 02:00:00,0.0,0.0,0.0,1.797160710210553,0.0,0.0,0.0,0.0,1.797160710210553,0
2026-01-07 03:00:00,0.0,0.0,0.0,2.3392143380992305,0.0,0.0,0.0,0.0,2.3392143380992305,0
2026-01-07 04:00:00,0.0,0.0,0.0,3.079028626769106,0.0,0.0,0.0,0.0,3.079028626769106,0
2026-01-07 05:00:00,0.0,0.0,0.0,2.3062303200415437,0.0,0.0,0.0,0.0,2.3062303200415437,0
2026-01-07 06:00:00,0.0,0.0,0.0905372567549613,3.868097638756919,0.0905372567549613,0.0,0.0,0.0,3.777560382001958,0
2026-01-07 07:00:00,0.0,0.0,0.0733922343384908,4.039649894579039,0.0733922343384908,0.0,0.0,0.0,3.966257660240548,0
2026-01-07 08:00:00,0.0,0.0,0.123915912381162,3.4457143394297316,0.123915912381162,0.0,0.0,0.0,3.3217984270485696,0
2026-01-07 09:00:00,0.0,0.0,0.1152857450075727,4.3685345732677545,0.0,0.0,0.0,0.0,4.3685345732677545,0
2026-01-07 10:00:00,0.0,0.0,0.1884735614828106,4.356793263752767,0.0,0.0,0.0,0.0,4.356793263752767,0
2026-01-07 11:00:00,0.0,0.0,0.1838319403440795,4.249053369552956,0.1838319403440795,0.0,0.0,4.065221429208877,0.0,0
2026-01-07 12:00:00,0.0,0.0,0.2595372497575414,4.197079690684693,0.2595372497575414,0.0,0.0,3.9375424409271518,0.0,0
2026-01-07 13:00:00,0.0,0.0,0.1596926405007419,4.4645943950854345,0.1596926405007419,0.0,0.0,4.304901754584693,0.0,0
2026-01-07 14:00:00,0.0,0.0,0.1102006528263702,4.0451052969577095,0.1102006528263702,0.0,0.0,3.9349046441313393,0.0,0
2026-01-07 15:00:00,0.0,0.0,0.1118637759805863,3.652864599607136,0.1118637759805863,0.0,0.0,3.5410008236265496,0.0,0
2026-01-07 16:00:00,0.0,0.0,0.0927385905871391,3.3273823237956397,0.0927385905871391,0.0,0.0,3.2346437332085007,0.0,0
2026-01-07 17:00:00,0.0,0.0,0.0137486636625583,3.894172687982389,0.0137486636625583,0.0,0.0,3.8804240243198307,0.0,0
2026-01-07 18:00:00,0.0,0.0,0.0616538914927389,3.5002252469780113,0.0616538914927389,0.0,0.0,3.4385713554852724,0.0,0
2026-01-07 19:00:00,0.0,0.0,0.0,2.311505234418242,0.0,0.0,0.0,2.311505234418242,0.0,0
2026-01-07 20:00:00,0.0,0.0,0.0,2.407923020450518,0.0,0.0,0.0,2.407923020450518,0.0,0
2026-01-07 21:00:00,0.0,0.0,0.0,2.734355356085764,0.0,0.0,0.0,2.734355356085764,0.0,0
2026-01-07 22:00:00,0.0,0.0,0.0,1.681918673555852,0.0,0.0,0.0,1.681918673555852,0.0,0
2026-01-07 23:00:00,0.0,0.0,0.0,1.1213884599640098,0.0,0.0,0.0,1.1213884599640098,0.0,0
2026-01-08 00:00:00,0.0,0.0,0.0,1.640219984152608,0.0,0.0,0.0,1.640219984152608,0.0,0
2026-01-08 01:00:00,0.0,0.0,0.0,1.8589042686457216,0.0,0.0,0.0,1.8589042686457216,0.0,0
2026-01-08 02:00:00,0.0,0.0,0.0,2.384394107511474,0.0,0.0,0.0,2.384394107511474,0.0,0
2026-01-08 03:00:00,0.0,0.0,0.0,2.7213462898879603,0.0,0.0,0.0,2.7213462898879603,0.0,0
2026-01-08 04:00:00,0.0,0.0,0.0,1.9892215430517917,0.0,0.0,0.0,1.9892215430517917,0.0,0
2026-01-08 05:00:00,0.0,0.0,0.0,2.711831808557051,0.0,0.0,0.0,2.711831808557051,0.0,0
2026-01-08 06:00:00,0.0,0.0,0.0159683403682934,3.050326171239041,0.0,0.0,0.0,3.050326171239041,0.0,0
2026-01-08 07:00:00,0.0,0.0,0.0519971929775384,3.2869442917999816,0.0519971929775384,0.0,0.0,3.234947098822443,0.0,0
2026-01-08 08:00:00,0.0,0.0,0.0266019111830319,4.318943712851031,0.0266019111830319,0.0,0.0,4.292341801667999,0.0,0
2026-01-08 09:00:00,0.0,0.0,0.1762152762721475,4.219535142968896,0.1762152762721475,0.0,0.0,4.0433198666967485,0.0,0
2026-01-08 10:00:00,0.0,0.0,0.1580160317488284,4.798049916595902,0.1580160317488284,0.0,0.0,4.640033884847074,0.0,0
2026-01-08 11:00:00,0.0,0.0,0.1055769508873456,4.4644529391819425,0.1055769508873456,0.0,0.0,4.358875988294597,0.0,0
2026-01-08 12:00:00,0.0,0.0,0.2116584942381681,4.201870038286043,0.2116584942381681,0.0,0.0,3.990211544047875,0.0,0
2026-01-08 13:00:00,0.0,0.0,0.2526711302010296,3.9690925672593083,0.2526711302010296,0.0,0.0,3.716421437058279,0.0,0
2026-01-08 14:00:00,0.0,0.0,0.1483467148683546,5.123886306855349,0.1483467148683546,0.0,0.0,4.975539591986994,0.0,0
2026-01-08 15:00:00,0.0,0.0,0.0864148052048821,3.688441859866909,0.0864148052048821,0.0,0.0,3.6020270546620266,0.0,0
2026-01-08 16:00:00,0.0,0.0,0.1134912216989108,3.2957544057890535,0.1134912216989108,0.0,0.0,3.182263184090143,0.0,0
2026-01-08 17:00:00,0.0,0.0,0.1468056852601983,3.242954738297631,0.1468056852601983,0.0,0.0,3.0961490530374327,0.0,0
2026-01-08 18:00:00,0.0,0.0,0.054139735123062,3.2525698167323327,0.054139735123062,0.0,0.0,3.1984300816092706,0.0,0
2026-01-08 19:00:00,0.0,0.0,0.0,2.8474760460808866,0.0,0.0,0.0,2.8474760460808866,0.0,0
2026-01-08 20:00:00,0.0,0.0,0.0,2.9197038591857787,0.0,0.0,0.0,0.0,2.9197038591857787,0
2026-01-08 21:00:00,0.0,0.0,0.0,2.6930731353543127,0.0,0.0,0.0,0.0,2.6930731353543127,0
2026-01-08 22:00:00,0.0,0.0,0.0,1.4803041884180659,0.0,0.0,0.0,0.0,1.4803041884180659,0
2026-01-08 23:00:00,0.0,0.0,0.0,1.055333478411574,0.0,0.0,0.0,1.055333478411574,0.0,0
2026-01-09 00:00:00,0.0,0.0,0.0,1.864696490357776,0.0,0.0,0.0,1.864696490357776,0.0,0
2026-01-09 01:00:00,0.0,0.0,0.0,2.0588685015737758,0.0,0.0,0.0,2.0588685015737758,0.0,0
2026-01-09 02:00:00,0.0,0.0,0.0,1.8514870379622916,0.0,0.0,0.0,1.8514870379622916,0.0,0
2026-01-09 03:00:00,0.0,0.0,0.0,1.8000681185214915,0.0,0.0,0.0,1.8000681185214915,0.0,0
2026-01-09 04:00:00,0.0,0.0,0.0,2.814123149561226,0.0,0.0,0.0,2.814123149561226,0.0,0
2026-01-09 05:00:00,0.0,0.0,0.0,2.283708894171836,0.0,0.0,0.0,2.283708894171836,0.0,0
2026-01-09 06:00:00,0.0,0.0,0.0834765177416668,2.766704399859104,0.0834765177416668,0.0,0.0,2.683227882117437,0.0,0
2026-01-09 07:00:00,0.0,0.0,0.040775463262889,4.129603240897377,0.0,0.0,0.0,4.129603240897377,0.0,0
2026-01-09 08:00:00,0.0,0.0,0.2252720974552868,4.298874119306077,0.0,0.0,0.0,4.298874119306077,0.0,0
2026-01-09 09:00:00,0.0,0.0,0.2570854405641454,4.442849532768716,0.0,0.0,0.0,4.442849532768716,0.0,0
2026-01-09 10:00:00,0.0,0.0,0.235146345665013,5.1094264978283315,0.0,0.0,0.0,5.1094264978283315,0.0,0
2026-01-09 11:00:00,0.0,0.0,0.2689972916154673,4.07026674692657,0.0,0.0,0.0,4.07026674692657,0.0,0
2026-01-09 12:00:00,0.0,0.0,0.1800536649590918,4.0592077043324855,0.0,0.0,0.0,0.0,4.0592077043324855,0
2026-01-09 13:00:00,0.0,0.0,0.2619519386475541,4.3965565567762726,0.0,0.0,0.0,0.0,4.3965565567762726,0
2026-01-09 14:00:00,0.0,0.0,0.1356409303334759,3.721202360296142,0.1356409303334759,0.0,0.0,0.0,3.585561429962666,0
2026-01-09 15:00:00,0.0,0.0,0.0941888919289758,3.8206975662428873,0.0941888919289758,0.0,0.0,0.0,3.7265086743139113,0
2026-01-09 16:00:00,0.0,0.0,0.1223040040671859,3.254130827568249,0.1223040040671859,0.0,0.0,0.0,3.131826823501063,0
2026-01-09 17:00:00,0.0,0.0,0.0710839642167647,4.0204851181310275,0.0710839642167647,0.0,0.0,3.9494011539142626,0.0,0
2026-01-09 18:00:00,0.0,0.0,0.0734986808709502,3.6700467649222848,0.0734986808709502,0.0,0.0,3.5965480840513346,0.0,0
2026-01-09 19:00:00,0.0,0.0,0.0,2.7626603860889114,0.0,0.0,0.0,2.7626603860889114,0.0,0
2026-01-09 20:00:00,0.0,0.0,0.0,2.0970202442819557,0.0,0.0,0.0,2.0970202442819557,0.0,0
2026-01-09 21:00:00,0.0,0.0,0.0,1.5572110907373626,0.0,0.0,0.0,1.5572110907373626,0.0,0
