time,Grid_health,Grid_age,PCC_Breaker_health,PCC_Breaker_age,Islanding_Controller_health,Islanding_Controller_age,PV_Array_health,PV_Array_age,PV_Inverter_health,PV_Inverter_age,Battery_Pack_health,Battery_Pack_age,BMS_health,BMS_age,PCS_health,PCS_age,PV_Array_efficiency,PV_Inverter_efficiency,Battery_Pack_resistance,BMS_resistance,PCS_resistance,grid_voltage,PV_Inverter_temp,Battery_Pack_temp,PCS_temp
2026-01-01 10:00:00,0.9868466585305334,11.0,0.9804857533027268,11.0,0.988695753949026,11.0,0.9711058820192768,11.0,0.9944626185688961,11.0,1.0,11.0,0.982339840912856,11.0,1.0,11.0,0.9253927892169656,0.9355319169573706,1.0,1.002894680418997,1.0671820886483914,400.95279666170836,25.624558358060206,26.65837177292123,25.21107636634668
2026-01-01 11:00:00,1.0,12.0,1.0,12.0,0.9818731621780783,12.0,0.963226167925146,12.0,1.0,12.0,0.9431530105593464,12.0,0.9893704984355446,12.0,0.9875968368614194,12.0,0.8810963345279758,0.9211449123210047,1.0,1.0422329985215555,1.0289888879563391,403.0531718646376,26.15572080666646,25.708144459174815,25.131491150058594
2026-01-01 12:00:00,1.0,13.0,0.9874748938505676,13.0,0.9945462477219156,13.0,0.9687852925094955,13.0,0.9869493208760721,13.0,0.981434659521176,13.0,1.0,13.0,0.9613434102683088,13.0,0.893535030872192,0.9501299938623684,1.0042772437371772,1.0,1.0,416.4714463822979,25.602189117534508,25.0,25.0
2026-01-01 13:00:00,0.9678274826705323,14.0,0.9814081292993618,14.0,0.997742108298724,14.0,0.9703742944193237,14.0,1.0,14.0,0.9783809156778875,14.0,0.9925145978839246,14.0,0.9631303757171211,14.0,0.8905713405952275,0.9455565802102106,1.0,1.0,1.0224258878329395,411.67363401644536,25.0,25.15279076970719,25.053355461444816
2026-01-01 14:00:00,1.0,15.0,0.9851332582842032,15.0,1.0,15.0,1.0,15.0,0.9202145005226307,15.0,0.9834501536727009,15.0,0.990238318575749,15.0,0.9723571968799054,15.0,0.9174294639989946,0.9269627538823085,1.0,1.0,1.0380814598915236,407.2691138746715,25.566979760545966,25.0,25.0
2026-01-01 15:00:00,0.9836634090938987,16.0,0.9801024999534151,16.0,0.9652823143007258,16.0,1.0,16.0,0.989493462298552,16.0,0.9798199541232288,16.0,0.9793265230281658,16.0,0.9582759911086939,16.0,0.9192610300897532,0.9457260359588601,1.0,1.0,1.0037203246621635,411.69779936527766,25.233313161792015,25.447357512478792,26.003798791640733
2026-01-01 16:00:00,0.9837683584187039,17.0,0.9963982213713202,17.0,1.0,17.0,0.9983863753636176,17.0,0.9941921335403278,17.0,0.988278188926788,17.0,0.9719173099080449,17.0,0.9720266108273777,17.0,0.9164999711396263,0.897140917707615,1.0171455037482735,1.0728160013968755,1.04181143598611,414.62771444973055,26.69476176349958,25.0,25.0
2026-01-01 17:00:00,0.9687056885303256,18.0,0.977162036984958,18.0,0.9900222055576827,18.0,0.9419125212758727,18.0,0.9641542206522169,18.0,0.9781375251321146,18.0,0.9836258096322384,18.0,1.0,18.0,0.8934966468375795,0.8949818315580895,1.0,1.0,1.0026573159077004,412.0389267375558,25.0,25.893973348454423,25.592108474242224
2026-01-01 18:00:00,0.996697131986038,19.0,0.9948831330734824,19.0,1.0,19.0,0.8781564571473626,19.0,0.9467953695433792,19.0,0.9627226843789661,19.0,0.9935185982009158,19.0,0.9320710498054948,19.0,0.9018783464336716,0.9207652465734133,1.0,1.1017464072199918,1.0,409.64366549776923,25.08236491475009,25.0,25.0
2026-01-01 19:00:00,0.9819142193913301,20.0,0.9875996022197743,20.0,0.9921840693010026,20.0,0.9635489735305424,20.0,0.9747668266319773,20.0,0.9924002383771519,20.0,0.9742149593117736,20.0,0.9641572793486921,20.0,0.8995642096840467,0.8979119063261468,1.0711167613414831,1.028052348247635,1.0625842180389589,408.44910927527695,26.44493370944319,25.0,25.0
2026-01-01 20:00:00,0.9994193850160694,21.0,0.9845413807138598,21.0,0.9617923785955421,21.0,0.9797161970559839,21.0,0.9644187901453806,21.0,0.9801352183542624,21.0,0.9665367340396943,21.0,0.9754545783045779,21.0,0.9328711322866367,0.8943446588511578,1.088833406450387,1.0312462847829607,1.0,403.085850580208,25.769444709373506,26.691258949009324,25.460189348536467
2026-01-01 21:00:00,0.9570967194120946,22.0,0.9760179128932168,22.0,0.9663913202815636,22.0,0.9459247138459088,22.0,1.0,22.0,0.9579483421259721,22.0,0.9991058435619738,22.0,0.9714192521139623,22.0,0.8825477877121676,0.9037022121801799,1.0285879084827727,1.073898802419613,1.022671401122429,412.2094724575357,25.750704634021982,25.0,25.0
2026-01-01 22:00:00,0.9668538542083156,23.0,0.9871876017933584,23.0,0.9957877327447432,23.0,0.9106671620273233,23.0,0.9739512738254682,23.0,0.9756645007617539,23.0,0.9820895162259022,23.0,0.963225972640837,23.0,0.8689484652949656,0.9136793426535083,1.0360273268226832,1.0480344868496452,1.013568879713102,403.89047165786934,26.132948909300328,25.983053141955207,25.0
2026-01-01 23:00:00,1.0,24.0,0.9927512118013814,24.0,0.994219196611799,24.0,0.9717406261311008,24.0,0.9792020725702468,24.0,0.9860802647105629,24.0,0.9961657606139113,24.0,0.9686573096978041,24.0,0.9230648731471647,0.9090962491620793,1.0183569967635688,1.0,1.0438577107200289,410.24580665639127,25.0,25.313044127888805,25.0
2026-01-02 00:00:00,1.0,25.0,0.9933195929681977,25.0,0.9796362152173254,25.0,0.9824292134058464,25.0,0.9816135146802359,25.0,0.9505926822206936,25.0,0.9858793020842395,25.0,0.972458072839337,25.0,0.8950777029759522,0.9001433156739239,1.0433222439954184,1.103965318717099,1.0124223777401284,400.15359880498744,25.0,25.91310788419917,25.0
2026-01-02 01:00:00,0.9551336563430631,26.0,0.9932268249026664,26.0,0.9723117443006775,26.0,0.9440832060894655,26.0,0.9653177925242657,26.0,0.9833555831510526,26.0,0.9679499294686994,26.0,0.988678018997587,26.0,0.9132343713466045,0.9114625006562517,1.0557603122271255,1.0370472182872454,1.0,402.85883309704946,27.024324102629567,25.230345726485826,25.27243971997017
2026-01-02 02:00:00,0.9616049035142822,27.0,0.97257542616873,27.0,0.9752772304294771,27.0,0.9769310628440325,27.0,0.9816069407772318,27.0,0.9499354523222983,27.0,0.9868257292729573,27.0,0.9754247954136618,27.0,0.9031721636880949,0.8910008466775984,1.0,1.0272714314731617,1.0432814672186492,409.3523776529101,26.912334829290156,25.0,25.547181136580136
2026-01-02 03:00:00,1.0,28.0,0.9635036878089746,28.0,0.9605851694314941,28.0,0.912384675646577,28.0,0.966812028281095,28.0,0.9407648416013904,28.0,0.9815403377930043,28.0,0.9479525112388361,28.0,0.9291960706634712,0.904853460352892,1.0350064521450413,1.0,1.0,410.9950539481696,25.703143593812914,25.352414890105045,25.0
2026-01-02 04:00:00,0.958267487771418,29.0,0.9554968385712328,29.0,0.9760631181919995,29.0,0.9608741455737042,29.0,0.9395535161295229,29.0,0.9563418654666846,29.0,0.9679528197362649,29.0,0.9572365982571883,29.0,0.9173311379465142,0.8958143846525853,1.0592960916580665,1.0045061550425625,1.0264774245057768,411.300800992014,25.15585308682646,25.297961694197035,25.91725421711391
2026-01-02 05:00:00,0.9737730045195169,30.0,0.9979343680408562,30.0,0.9671081556580556,30.0,0.9139984070603306,30.0,1.0,30.0,0.9818236952296159,30.0,0.9657483239225169,30.0,1.0,30.0,0.9174931422619961,0.9199257052068858,1.0,1.0,1.0,399.82729878006194,25.783269210845766,26.41424447423127,25.0
2026-01-02 06:00:00,0.9900136114935685,31.0,0.993170289355602,31.0,0.9652995537206566,31.0,0.9221613848946763,31.0,0.9572356924074681,31.0,0.929858193109989,31.0,0.9695467426363515,31.0,0.9609953454422564,31.0,0.9066726841915764,0.911181589576918,1.0634856047627113,1.0,1.0350498120418081,407.5158678786887,25.0,27.681473608784156,25.578737948058638
2026-01-02 07:00:00,0.9625861839957602,32.0,0.9786219119823982,32.0,0.9667513082640768,32.0,0.9830359743928507,32.0,0.9677039899558868,32.0,0.9663853173344105,32.0,0.9841855423797378,32.0,0.970260694743911,32.0,0.877411726432735,0.9097228379953166,1.0,1.0916316007705222,1.0,410.313587550313,25.44801594965474,25.471625952059927,25.44382851958232
2026-01-02 08:00:00,0.9716371439433957,33.0,0.9927614288790396,33.0,0.9744013696284902,33.0,0.9084929815813034,33.0,0.9396669038489464,33.0,0.9291600830943008,33.0,0.9664235630647408,33.0,0.9783871739527986,33.0,0.9106246629197232,0.8884655996482622,1.0201957502174286,1.0,1.0165134940393308,410.86568647884627,25.338604551459866,25.264297255308012,25.0
2026-01-02 09:00:00,0.9707741725803503,34.0,0.9835133122027057,34.0,0.9662890090122557,34.0,0.9069954316813595,34.0,0.9547856519633642,34.0,0.9563057684834347,34.0,0.97958904947735,34.0,0.9558565970997439,34.0,0.8808660412146373,0.8989929825251217,1.0,1.0235813056492287,1.0533132192003154,413.3879777439696,25.63435395267629,25.417838685477882,25.0
2026-01-02 10:00:00,0.9457106168052529,35.0,0.9682323453483959,35.0,0.9610629946711989,35.0,0.9331982763785854,35.0,0.9425593529982079,35.0,0.9537973866380163,35.0,0.9644957154116128,35.0,0.9976342459512887,35.0,0.8846009346804354,0.8864384161979492,1.0708881470982097,1.013932165716335,1.0434664160052856,412.6048597124218,25.035475784418203,25.63704768910761,27.0265351964156
2026-01-02 11:00:00,0.9730404821412086,36.0,0.9814079349371705,36.0,0.942319499720306,36.0,0.9383836409591625,36.0,0.9692032819342696,36.0,0.9704778298658733,36.0,0.9793015097863894,36.0,0.9860136454957318,36.0,0.877917603493072,0.9405677439310743,1.003230131917657,1.0226890791186478,1.0,399.0540873515434,26.41708454458689,25.628993331205823,25.0
2026-01-02 12:00:00,0.9444436857973425,37.0,0.9782859839457589,37.0,0.9629867628638126,37.0,0.96769922748784,37.0,0.9240369362608595,37.0,0.9795788052000682,37.0,0.9770518259398883,37.0,0.9952500384425742,37.0,0.8861661469678567,0.8855972775755614,1.044821367398531,1.0489823354665555,1.0,400.5569016938596,26.327380972437535,25.287181608820088,25.0
2026-01-02 13:00:00,0.9546453656354624,38.0,0.9755652872687857,38.0,0.9586886946979659,38.0,0.9198931506359227,38.0,0.9618365761266956,38.0,0.9488279531807509,38.0,0.9762295585957633,38.0,0.9850470152460779,38.0,0.8934548796500663,0.9067311553369867,1.0,1.089239859564374,1.0086870868026816,407.3125399967898,25.7998519326867,25.0,25.197572028710006
2026-01-02 14:00:00,0.9463763396624995,39.0,0.9739734034379971,39.0,0.9541330153119172,39.0,0.9230204010772642,39.0,0.9460759875147154,39.0,0.9563640038553841,39.0,0.9652764376350016,39.0,0.9837555698283779,39.0,0.8843223733643534,0.898298000092512,1.0167972949631625,1.0998822948114235,1.0,406.2886483711249,25.91052874049651,26.96104606884022,26.541346728988113
2026-01-02 15:00:00,0.996039554576402,40.0,0.9746003366329339,40.0,0.9586145997532406,40.0,0.9505224657459523,40.0,0.9279986748760307,40.0,0.9644831169575604,40.0,0.9663542459145703,40.0,0.9707768727722873,40.0,0.8756124965214992,0.9241532627983136,1.0618788967320765,1.0388525854637085,1.0568539004827588,414.83036754586885,26.070490814850533,26.40949932768199,25.0
2026-01-02 16:00:00,0.9658176137956238,41.0,0.9824470115843226,41.0,0.9529714857572523,41.0,0.9194270280872108,41.0,0.9650652542790904,41.0,0.9477928006251981,41.0,0.9673913711418476,41.0,1.0,41.0,0.8934542535550349,0.9117858199963438,1.007693332044533,1.0439839855851787,1.088700210357939,415.9295224145972,25.0,25.537280747724758,25.120855651739785
2026-01-02 17:00:00,0.9691435306354689,42.0,0.9741154342947582,42.0,0.9569721744684798,42.0,0.8956768228636539,42.0,0.9142720438292685,42.0,0.9513370253663569,42.0,0.9860503791158503,42.0,0.9474997925261137,42.0,0.8878977590701553,0.9128563484414891,1.0627833724533253,1.0,1.0402367185101882,405.50987073897375,25.831525151894837,25.912857755223797,25.0
2026-01-02 18:00:00,0.9653281506998698,43.0,0.9743161818157715,43.0,0.9676356119446854,43.0,0.9397459962226088,43.0,0.9395452826277195,43.0,0.9661176038181526,43.0,0.9868449869999011,43.0,0.9570660688064114,43.0,0.8608822844564228,0.8981963113498631,1.1135602015690207,1.027061164584906,1.1375189880597265,411.2680044303337,25.0,26.54922372250257,25.0
2026-01-02 19:00:00,0.9261501940520253,44.0,0.9690983236116658,44.0,0.9636405314092563,44.0,0.8743128440505172,44.0,0.9133153780491,44.0,0.9594316221213941,44.0,0.9768592720700472,44.0,0.9389412508487993,44.0,0.8414878164459759,0.8593014397836944,1.0,1.0614456961899577,1.0218385508524628,403.4597427152638,25.65684118531652,25.55184660219521,26.302190034641384
2026-01-02 20:00:00,0.9804932433277805,45.0,0.9758263746542012,45.0,0.986922769245848,45.0,0.8973251041071684,45.0,0.9336215610060322,45.0,0.946612192903501,45.0,0.9753263668825051,45.0,0.941925211262493,45.0,0.8479279628378764,0.9092065831176432,1.0,1.0,1.0,402.847940211449,25.026654186583006,25.198769181131517,25.554245607148665
2026-01-02 21:00:00,0.981233051596992,46.0,0.9939645052800478,46.0,0.9583958273206407,46.0,0.8998502836900067,46.0,0.9700267729345039,46.0,0.8979288213709646,46.0,0.9352448476314449,46.0,0.9596010823167375,46.0,0.8920559793866745,0.9152631384006301,1.016615530451044,1.0525967959912683,1.0233089746688915,415.5968570054832,25.741893291847433,26.86111417890569,26.17459801828206
2026-01-02 22:00:00,0.9709785794836776,47.0,0.9636846945489046,47.0,0.9602679675321125,47.0,0.8927025422383691,47.0,0.937557860108159,47.0,0.9349123559440041,47.0,0.970598501136679,47.0,0.9979103481178525,47.0,0.8425967982513504,0.8661614477508909,1.0404699422335442,1.0325273096323182,1.0,403.0307800264459,26.538855837988248,26.99945361811129,26.848360098153165
2026-01-02 23:00:00,0.9772477646644842,48.0,0.9750662865726002,48.0,0.9759801160935133,48.0,0.8748273339851724,48.0,0.9536811969878932,48.0,0.9264292817937915,48.0,0.9679126095777041,48.0,0.9549139800978521,48.0,0.8864673895961722,0.8908809104451823,1.0208144760743527,1.0299706031652607,1.0106781128667677,416.01779987461583,25.0,25.0,25.0
2026-01-03 00:00:00,0.9541371545685979,49.0,0.9772824966007094,49.0,0.9657539445909206,49.0,0.8801295540769365,49.0,0.8897861724650878,49.0,0.8796655827027168,49.0,0.953677079688506,49.0,0.9291672492037899,49.0,0.8698862642579636,0.9051637245547876,1.0,1.05663720179354,1.1131421811452937,419.1622996284501,26.55050663214396,25.912719163133357,26.09728613518122
2026-01-03 01:00:00,0.953623862005703,50.0,0.9773324293610414,50.0,0.950274031275401,50.0,0.9194269563392313,50.0,0.9297795544824232,50.0,0.9363466874866061,50.0,0.9661204444286199,50.0,0.9528898569624967,50.0,0.83456796343503,0.8678036964053719,1.1261445448282288,1.0,1.0,409.80962643745823,26.209981480471093,25.98381057511774,25.130540398772062
2026-01-03 02:00:00,0.9705867480166654,51.0,0.9671995192389107,51.0,0.9602853177175118,51.0,0.8531805315453523,51.0,0.9238755833903446,51.0,0.9578879057073016,51.0,0.9507705584538314,51.0,0.9509852695569591,51.0,0.8337901892449505,0.8899237579831906,1.015060052061149,1.0376943626428805,1.0441480055653038,412.5586415160807,26.802129283445012,26.761598990891855,25.22934099219139
2026-01-03 03:00:00,0.9708094716099319,52.0,0.9759720759230043,52.0,0.9635873664294436,52.0,0.8890098900598157,52.0,0.9602498762279263,52.0,0.9279860362864171,52.0,0.9822234325842121,52.0,0.9465775792491112,52.0,0.8372013540507101,0.8685327859466686,1.0090252435596478,1.062106800095292,1.021118877751256,413.3523374415108,25.0,26.839783737554683,25.483973718702863
2026-01-03 04:00:00,0.9499583938568646,53.0,0.9790690373848917,53.0,0.9453896335184433,53.0,0.9087403378051384,53.0,0.8832992240448214,53.0,0.9522159736820904,53.0,0.9591610005437313,53.0,0.9218699050792364,53.0,0.8657529434321282,0.8642167997517696,1.0,1.0485848731208391,1.0040173290530825,413.3919685622335,25.0,27.06351037476508,26.021175001047286
2026-01-03 05:00:00,0.9258937635518563,54.0,0.9695199087627578,54.0,0.9707985850333943,54.0,0.8384975577711163,54.0,0.8859692185886345,54.0,0.9647381393293519,54.0,0.9785515248894955,54.0,0.9348148682465766,54.0,0.8410008531026709,0.8418959472834538,1.0373266274340376,1.0781061587142735,1.0,406.89488375946644,25.07045202535413,26.663170135138035,25.865493911882186
2026-01-03 06:00:00,0.9381369592630283,55.0,0.9785063100837529,55.0,0.9606941837753454,55.0,0.9228277363661299,55.0,0.9150416479839121,55.0,0.9639841132669372,55.0,0.9635205744976783,55.0,0.9565728164365764,55.0,0.8405018479512588,0.8485050790638242,1.0,1.0,1.0619683671284665,407.8452807434382,25.0,27.394280638337428,25.299356397789314
2026-01-03 07:00:00,0.9409544186420931,56.0,0.9883475023022257,56.0,0.9442262173147704,56.0,0.8779590241159919,56.0,0.8868981670850782,56.0,0.9454136112363428,56.0,0.9665965732126329,56.0,0.9767865334320437,56.0,0.8245229660307286,0.8943244170931104,1.056081390593764,1.0706657678739915,1.0248401395801428,403.76091092293194,27.342306770436924,25.49303785206624,25.0
2026-01-03 08:00:00,0.9408061317119424,57.0,0.9761119715740599,57.0,0.955043883369277,57.0,0.8375999240121389,57.0,0.9466467363074234,57.0,0.9463695401478803,57.0,0.9568795028411294,57.0,0.95248764264884,57.0,0.8178585518021405,0.8485080596906789,1.0657984481779919,1.0,1.0,409.39019226676356,25.565625524916445,25.799106811653083,25.461084749636495
2026-01-03 09:00:00,0.9299021048060665,58.0,0.9503831626399255,58.0,0.9652411134581937,58.0,0.9045070549998376,58.0,0.921120899287188,58.0,0.9328577956492212,58.0,0.9812751742593999,58.0,0.9598165134577937,58.0,0.8528099871462521,0.8422129878844573,1.0,1.0,1.0,406.15759346304975,27.00752103106073,26.591643604314413,26.071160432223124
2026-01-03 10:00:00,0.9926204853956578,59.0,0.9726785307273349,59.0,0.9677967569913134,59.0,0.856254810805837,59.0,0.881828581458427,59.0,0.9295093850075322,59.0,0.9726584693295174,59.0,0.9512871451659761,59.0,0.8365999184404461,0.8611278616456657,1.0481907786593276,1.0446919897959448,1.0284771197533529,405.92466444066525,27.515705932998475,25.0,25.0
2026-01-03 11:00:00,0.9371590885700446,60.0,0.9874025250621037,60.0,0.9690515589510516,60.0,0.8898213585324547,60.0,0.8888950863517756,60.0,0.8973041173134185,60.0,0.9659212032077584,60.0,0.9480092871701921,60.0,0.8077128312103349,0.8108275646655071,1.0574362024203618,1.0,1.1085091892381451,407.29026057230027,26.966499335434634,26.612436559087076,25.89557608094769
2026-01-03 12:00:00,0.9608576213885395,61.0,0.989829224787185,61.0,0.9749657740000947,61.0,0.9207018550143306,61.0,0.9038005408252566,61.0,0.9134180984481985,61.0,0.9486502510236808,61.0,0.952707977803587,61.0,0.8416222781505092,0.9091891790532475,1.0058519898185732,1.0323437893823384,1.0791553633995972,400.1300726064033,26.695153043440023,27.076076529569363,25.859370731606532
2026-01-03 13:00:00,0.953458393207851,62.0,0.9613579773700462,62.0,0.9580658850490409,62.0,0.8819252857345825,62.0,0.9477629589070843,62.0,0.9121909602269402,62.0,0.9650112732681918,62.0,0.9265452568150498,62.0,0.8260309222512686,0.8504660581620394,1.051940458656819,1.021678922745298,1.0625351479910232,419.1401605931731,26.175407155141578,26.330415746684658,25.270889257007482
2026-01-03 14:00:00,0.948604993399586,63.0,0.9598559625175276,63.0,0.9507337873566947,63.0,0.8552425379559694,63.0,0.9074471697264503,63.0,0.8827242787866809,63.0,0.9515749035367537,63.0,0.9387765209549485,63.0,0.7833504784873873,0.8707808327594759,1.0290774079221596,1.0,1.0,414.67016148093165,25.155831580641067,26.06858145381791,27.275833927629122
2026-01-03 15:00:00,0.9333468612399684,64.0,0.9743157359287534,64.0,0.9259956718494556,64.0,0.904311384620263,64.0,0.9200647690898434,64.0,0.8972404583546773,64.0,0.9456563024902344,64.0,0.9540619821100782,64.0,0.8203283556957892,0.8443510351651919,1.0100491423496858,1.0036663712456229,1.0827387346986803,406.0174281861885,25.988675583895223,26.74422996153121,27.000252902105007
2026-01-03 16:00:00,0.9541370040423097,65.0,0.9384426901219656,65.0,0.9518320899197844,65.0,0.8534791057394903,65.0,0.9103414764261902,65.0,0.9293868945021081,65.0,0.9758714231851627,65.0,0.9353243589157885,65.0,0.7799423240754152,0.8555847957970248,1.0,1.0282832083430302,1.1054589105679942,412.8643809132535,27.625722502614515,25.0,27.546830779548408
2026-01-03 17:00:00,0.933163103435854,66.0,0.9719464067641995,66.0,0.9231110938840249,66.0,0.8322369536542565,66.0,0.9102774597047997,66.0,0.9260565670274156,66.0,0.9531550182983944,66.0,0.9534502570684054,66.0,0.8015962769217188,0.930807823057752,1.0322064926156944,1.0722642396469748,1.0,408.5603431358104,27.304017770907805,25.0,25.0
2026-01-03 18:00:00,0.9383102458728715,67.0,0.970973999196939,67.0,0.940305805825997,67.0,0.8653434313969307,67.0,0.9279223363680784,67.0,0.9274456918236582,67.0,0.9553680744885077,67.0,0.9567295246940284,67.0,0.88128748987438,0.866767862334974,1.003821263891323,1.0111042171606823,1.0,405.8580262032407,27.20423911327267,28.664815892601823,26.9298839999933
2026-01-03 19:00:00,0.9408917189646595,68.0,0.9679566976476994,68.0,0.9430386231561902,68.0,0.8743870482231553,68.0,0.9009266170381005,68.0,0.9357234537708914,68.0,0.9599363357907182,68.0,0.9240994346712915,68.0,0.8614663104460897,0.8455317720181773,1.0,1.0,1.0360978845689404,404.91269306645324,27.48248466728992,26.60182214032192,25.0
2026-01-03 20:00:00,0.9354239806111669,69.0,0.958314511922808,69.0,0.9322831307823617,69.0,0.8688355463720426,69.0,0.8420814450337213,69.0,0.9297932714190775,69.0,0.9519173188335016,69.0,0.8987035695211391,69.0,0.7783074057152526,0.8339789494189214,1.050358080083058,1.0134539402281046,1.014790286181671,412.7951234987372,26.543752213572365,26.152133825499988,26.33033779160561
2026-01-03 21:00:00,0.9257159484544262,70.0,0.9711216116398338,70.0,0.9373987788885441,70.0,0.8715351291381999,70.0,0.8985114461166638,70.0,0.9314490261129442,70.0,0.9432653060771707,70.0,0.936287713022383,70.0,0.8048435829705922,0.8903022357796896,1.1169281069059,1.0,1.0593373079530624,413.66660760699557,26.024471141525947,27.6201430767776,26.913363356092145
2026-01-03 22:00:00,0.9182486887230934,71.0,0.9676111509011829,71.0,0.9513856885074841,71.0,0.7753831423877744,71.0,0.8966973025100937,71.0,0.9351146191298713,71.0,0.9375908582855752,71.0,0.9225912634627881,71.0,0.7774941871940177,0.8462966820183491,1.0538991348771938,1.0412633340353068,1.0204692621731235,410.3228247780182,25.17563167581166,25.157738653903223,25.0
2026-01-03 23:00:00,0.9345648910661865,72.0,0.9580891250451468,72.0,0.9413006020025814,72.0,0.8925250160731178,72.0,0.899640559884786,72.0,0.9239298421806821,72.0,0.9624753987241828,72.0,0.9355955545819528,72.0,0.8127418237465585,0.8068026841248884,1.0560894981168834,1.0,1.0259656527916383,405.36467765727167,26.81815172324801,26.984798098044703,26.002250936772427
2026-01-04 00:00:00,0.95371967737263,73.0,0.9457169101582206,73.0,0.9394851188569561,73.0,0.8141417108972178,73.0,0.865723635258098,73.0,0.8950240001763242,73.0,0.9516955608915728,73.0,0.9399674211162113,73.0,0.8050739423556831,0.8445761915252522,1.0,1.0907341200615677,1.036691689947445,407.95244764109657,27.05381742012528,25.626860245369233,26.848470066863943
2026-01-04 01:00:00,0.9321064553586174,74.0,0.9524000449794819,74.0,0.9291370296509728,74.0,0.8500363083935146,74.0,0.9139726329674913,74.0,0.9110635347600617,74.0,0.9559225111195742,74.0,0.96671194047759,74.0,0.7713583481540901,0.8499468443574051,1.0063253855883967,1.0098067197688585,1.05047333327996,411.90627824692325,26.086771938459865,25.760265476503974,25.706189920634042
2026-01-04 02:00:00,0.9077677498106571,75.0,0.9655498164895808,75.0,0.952181577844987,75.0,0.9023090109482907,75.0,0.8880614233045429,75.0,0.9008055620234571,75.0,0.9444384020155271,75.0,0.9198034381079984,75.0,0.7794353528775732,0.8374015148769249,1.049008269326757,1.0100016618371992,1.050603146055037,416.37325581121286,26.102778175622028,25.236939668860884,25.691038141277136
