,loss_of_supply,immediate_failure,islanded_failure,soc,battery_kwh,solar_generation_kw,load_demand_kw,pv_to_load_kw,pv_to_battery_kw,battery_to_load_kw,grid_to_load_kw,unmet_load_kw,can_charge,battery_can_discharge,Grid,PCC_Breaker,Islanding_Controller,PV_Array,PV_Inverter,Battery_Pack,BMS,PCS
2026-01-01 21:00:00,1,0,0,0.0,0.0,0.0,1.3897493605416211,0.0,0.0,0.0,0.0,1.3897493605416211,0,0,0,1,1,1,1,1,1,1
2026-01-01 22:00:00,1,0,0,0.0,0.0,0.0,1.1240515933927413,0.0,0.0,0.0,0.0,1.1240515933927413,0,0,0,1,1,1,1,1,1,1
2026-01-01 23:00:00,1,0,0,0.0,0.0,0.0,1.0613034457797688,0.0,0.0,0.0,0.0,1.0613034457797688,0,0,0,1,1,1,1,1,1,1
2026-01-02 00:00:00,1,0,0,0.0,0.0,0.0,1.0912469955739794,0.0,0.0,0.0,0.0,1.0912469955739794,0,0,0,1,1,1,1,1,1,1
2026-01-02 01:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,1,1,1
2026-01-02 02:00:00,1,0,0,0.0,0.0,0.0,1.2303403936033197,0.0,0.0,0.0,0.0,1.2303403936033197,0,0,0,1,1,1,1,1,1,1
2026-01-02 03:00:00,1,0,0,0.0,0.0,0.0,1.3941743555019732,0.0,0.0,0.0,0.0,1.3941743555019732,0,0,0,1,1,1,1,1,1,1
2026-01-02 04:00:00,1,0,0,0.0,0.0,0.0,1.4343905755207875,0.0,0.0,0.0,0.0,1.4343905755207875,0,0,0,1,1,1,1,1,1,1
2026-01-02 05:00:00,1,0,0,0.0,0.0,0.0,1.4106093852630626,0.0,0.0,0.0,0.0,1.4106093852630626,0,0,0,1,1,1,1,1,1,1
2026-01-02 06:00:00,1,0,0,0.0,0.0,0.0,1.7974297263320573,0.0,0.0,0.0,0.0,1.7974297263320573,0,0,0,1,1,1,1,1,1,1
2026-01-02 07:00:00,1,0,0,0.0,0.0,0.0030794972607217,2.3255350850428895,0.0,0.0,0.0,0.0,2.3255350850428895,0,0,0,1,1,1,1,1,1,1
2026-01-02 08:00:00,1,0,0,0.0,0.0,0.0359143944589269,2.1555490818869742,0.0359143944589269,0.0,0.0,0.0,2.1196346874280474,0,0,0,1,1,1,1,1,1,1
2026-01-02 09:00:00,1,0,0,0.0,0.0,0.0594111383421391,2.3782846734106933,0.0,0.0,0.0,0.0,2.3782846734106933,0,0,0,1,1,1,0,1,1,1
2026-01-02 10:00:00,1,0,0,0.0,0.0,0.0456774006844351,2.7894594241934203,0.0,0.0,0.0,0.0,2.7894594241934203,0,0,0,1,1,1,0,1,1,1
2026-01-02 11:00:00,1,0,0,0.0,0.0,0.15725498123755,2.624598232675819,0.0,0.0,0.0,0.0,2.624598232675819,0,0,0,1,1,1,0,1,1,1
2026-01-02 12:00:00,1,0,0,0.0,0.0,0.1238987460771286,2.7174645975934726,0.0,0.0,0.0,0.0,2.7174645975934726,0,0,0,1,1,1,0,1,1,1
2026-01-02 13:00:00,1,0,0,0.0,0.0,0.0712524045956175,3.0417148356893824,0.0,0.0,0.0,0.0,3.0417148356893824,0,0,0,1,1,1,0,1,1,1
2026-01-02 14:00:00,1,0,0,0.0,0.0,0.0782337777588903,2.8604812348815534,0.0,0.0,0.0,0.0,2.8604812348815534,0,0,0,1,1,1,0,1,1,1
2026-01-02 15:00:00,1,0,0,0.0,0.0,0.0096195616612433,2.3240690169010474,0.0,0.0,0.0,0.0,2.3240690169010474,0,0,0,1,1,1,0,1,1,1
2026-01-02 16:00:00,1,0,0,0.0,0.0,0.0506624392023148,2.196495459082377,0.0,0.0,0.0,0.0,2.196495459082377,0,0,0,1,1,1,0,1,1,1
2026-01-02 17:00:00,1,0,0,0.0,0.0,0.1228979737971701,2.09848833853395,0.0,0.0,0.0,0.0,2.09848833853395,0,0,0,1,1,0,0,1,1,1
2026-01-02 18:00:00,1,0,0,0.0,0.0,0.0,1.7074032441008333,0.0,0.0,0.0,0.0,1.7074032441008333,0,0,0,1,1,0,0,1,1,1
2026-01-02 19:00:00,1,0,0,0.0,0.0,0.0,1.5575956195276592,0.0,0.0,0.0,0.0,1.5575956195276592,0,0,0,1,1,0,0,1,1,1
2026-01-02 20:00:00,1,0,0,0.0,0.0,0.0,1.4251777027602557,0.0,0.0,0.0,0.0,1.4251777027602557,0,0,0,1,1,0,0,1,1,1
2026-01-02 21:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0,1,1,1
2026-01-02 22:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,1,1,1,1
2026-01-02 23:00:00,1,0,0,0.0,0.0,0.0,1.2003385732909773,0.0,0.0,0.0,0.0,1.2003385732909773,0,0,0,1,1,0,1,1,1,1
2026-01-03 00:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,1,1,1,1
2026-01-03 01:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,1,1,1,1
2026-01-03 02:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,1,1,1,1
2026-01-03 03:00:00,1,0,0,0.0,0.0,0.0,1.2086505455085947,0.0,0.0,0.0,0.0,1.2086505455085947,0,0,0,1,1,0,1,1,1,1
2026-01-03 04:00:00,1,0,0,0.0,0.0,0.0,1.1533441824365265,0.0,0.0,0.0,0.0,1.1533441824365265,0,0,0,1,1,0,1,1,1,1
2026-01-03 05:00:00,1,0,0,0.0,0.0,0.0,1.3541314413399996,0.0,0.0,0.0,0.0,1.3541314413399996,0,0,0,1,1,0,1,1,1,1
2026-01-03 06:00:00,1,0,0,0.0,0.0,0.079501443291666,1.8211139756138288,0.0,0.0,0.0,0.0,1.8211139756138288,0,0,0,1,1,0,1,1,1,1
2026-01-03 07:00:00,1,0,0,0.0,0.0,0.0,2.4525804234857995,0.0,0.0,0.0,0.0,2.4525804234857995,0,0,0,1,1,0,1,1,1,1
2026-01-03 08:00:00,1,0,0,0.0,0.0,0.0073426464055189,2.109546246746664,0.0,0.0,0.0,0.0,2.109546246746664,0,0,0,1,1,0,1,1,1,1
2026-01-03 09:00:00,1,0,0,0.0,0.0,0.1347996935346536,2.880814377304914,0.0,0.0,0.0,0.0,2.880814377304914,0,0,0,1,1,0,1,1,1,1
2026-01-03 10:00:00,1,0,0,0.0,0.0,0.0,2.471870905531417,0.0,0.0,0.0,0.0,2.471870905531417,0,0,0,1,1,0,1,1,1,1
2026-01-03 11:00:00,1,0,0,0.0,0.0,0.0454921439822707,2.7018496201913305,0.0454921439822707,0.0,0.0,0.0,2.6563574762090596,0,0,0,1,1,1,1,1,1,1
2026-01-03 12:00:00,1,0,0,0.0,0.0,0.2127782569060933,3.021501430839922,0.2127782569060933,0.0,0.0,0.0,2.8087231739338288,0,0,0,1,1,1,1,1,1,1
2026-01-03 13:00:00,1,0,0,0.0,0.0,0.0824713628389156,2.5751852755512026,0.0824713628389156,0.0,0.0,0.0,2.492713912712287,0,0,0,1,1,1,1,1,1,1
2026-01-03 14:00:00,1,0,0,0.0,0.0,0.0,2.4698515006452086,0.0,0.0,0.0,0.0,2.4698515006452086,0,0,0,1,1,1,1,1,1,1
2026-01-03 15:00:00,1,0,0,0.0,0.0,0.0426041630093678,2.4040221408713434,0.0426041630093678,0.0,0.0,0.0,2.3614179778619757,0,0,0,1,1,1,1,1,1,1
2026-01-03 16:00:00,1,0,0,0.0,0.0,0.1101072537379036,2.193116695009268,0.1101072537379036,0.0,0.0,0.0,2.0830094412713644,0,0,0,1,1,1,1,1,1,1
2026-01-03 17:00:00,1,0,0,0.0,0.0,0.0513319776694966,2.2306042205276673,0.0513319776694966,0.0,0.0,0.0,2.1792722428581706,0,0,0,1,1,1,1,1,1,1
2026-01-03 18:00:00,1,0,0,0.0,0.0,0.0748035465553983,2.037707295711953,0.0748035465553983,0.0,0.0,0.0,1.9629037491565546,0,0,0,1,1,1,1,1,1,1
2026-01-03 19:00:00,1,0,0,0.0,0.0,0.0,1.6504222650955631,0.0,0.0,0.0,0.0,1.6504222650955631,0,0,0,1,1,1,1,1,1,1
2026-01-03 20:00:00,1,0,0,0.0,0.0,0.0,1.1503622886080374,0.0,0.0,0.0,0.0,1.1503622886080374,0,0,0,1,1,0,1,1,1,1
2026-01-03 21:00:00,1,0,0,0.0,0.0,0.0,1.4641029941574502,0.0,0.0,0.0,0.0,1.4641029941574502,0,0,0,1,1,0,1,1,1,1
2026-01-03 22:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,1,1,1,1
2026-01-03 23:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,1,1,1,1
2026-01-04 00:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,1,1,1
2026-01-04 01:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,1,1,1
2026-01-04 02:00:00,1,0,0,0.0,0.0,0.0,1.0768737046829862,0.0,0.0,0.0,0.0,1.0768737046829862,0,0,0,1,1,1,1,1,1,1
2026-01-04 03:00:00,1,0,0,0.0,0.0,0.0,1.1441905932859673,0.0,0.0,0.0,0.0,1.1441905932859673,0,0,0,1,1,1,1,1,1,1
2026-01-04 04:00:00,1,0,0,0.0,0.0,0.0,1.6496915454258532,0.0,0.0,0.0,0.0,1.6496915454258532,0,0,0,1,1,1,1,1,1,1
2026-01-04 05:00:00,1,0,0,0.0,0.0,0.0,1.8123092140844586,0.0,0.0,0.0,0.0,1.8123092140844586,0,0,0,1,1,1,1,1,1,1
2026-01-04 06:00:00,1,0,0,0.0,0.0,0.0315610349134862,1.6925305527365058,0.0315610349134862,0.0,0.0,0.0,1.6609695178230195,0,0,0,1,1,1,1,1,1,1
2026-01-04 07:00:00,1,0,0,0.0,0.0,0.0,2.236820672433468,0.0,0.0,0.0,0.0,2.236820672433468,0,0,0,1,1,1,1,1,1,1
2026-01-04 08:00:00,1,0,0,0.0,0.0,0.1764618217185941,2.24395984941431,0.1764618217185941,0.0,0.0,0.0,2.0674980276957156,0,0,0,1,1,1,1,1,1,1
2026-01-04 09:00:00,1,0,0,0.0,0.0,0.1247742975130224,2.3996373148617445,0.1247742975130224,0.0,0.0,0.0,2.274863017348722,0,0,0,1,1,1,1,1,1,1
2026-01-04 10:00:00,1,0,0,0.0,0.0,0.0904696178625657,2.896617188682514,0.0904696178625657,0.0,0.0,0.0,2.8061475708199484,0,0,0,1,1,1,1,1,1,1
2026-01-04 11:00:00,1,0,0,0.0,0.0,0.1602666820670837,2.669770048929829,0.1602666820670837,0.0,0.0,0.0,2.509503366862745,0,0,0,1,1,1,1,1,1,1
2026-01-04 12:00:00,1,0,0,0.0,0.0,0.2066089578005963,2.6947116534851214,0.2066089578005963,0.0,0.0,0.0,2.488102695684525,0,0,0,1,1,1,1,1,1,1
2026-01-04 13:00:00,1,0,0,0.0,0.0,0.1310610181751616,2.8609021981456686,0.1310610181751616,0.0,0.0,0.0,2.729841179970507,0,0,0,1,1,1,1,1,1,1
2026-01-04 14:00:00,1,0,0,0.0,0.0,0.0694806772220852,2.549313656421693,0.0694806772220852,0.0,0.0,0.0,2.479832979199608,0,0,0,1,1,1,1,1,1,1
2026-01-04 15:00:00,1,0,0,0.0,0.0,0.0964508628085327,2.5820407650299626,0.0964508628085327,0.0,0.0,0.0,2.48558990222143,0,0,0,1,1,1,1,1,1,1
2026-01-04 16:00:00,1,0,0,0.0,0.0,0.1408521624352267,2.322502646933895,0.1408521624352267,0.0,0.0,0.0,2.181650484498668,0,0,0,1,1,1,1,1,1,1
2026-01-04 17:00:00,1,0,0,0.0,0.0,0.0223627246175339,1.8979621353196166,0.0,0.0,0.0,0.0,1.8979621353196166,0,0,0,1,1,0,1,1,1,1
2026-01-04 18:00:00,1,0,0,0.0,0.0,0.0477902567506727,1.6319533435966678,0.0,0.0,0.0,0.0,1.6319533435966678,0,0,0,1,1,0,1,1,1,1
2026-01-04 19:00:00,1,0,0,0.0,0.0,0.0,1.8320034394831226,0.0,0.0,0.0,0.0,1.8320034394831226,0,0,0,1,1,0,1,1,1,1
2026-01-04 20:00:00,1,0,0,0.0,0.0,0.0,1.636229626401076,0.0,0.0,0.0,0.0,1.636229626401076,0,0,0,1,1,1,1,1,1,1
2026-01-04 21:00:00,1,0,0,0.0,0.0,0.0,1.4832308616890026,0.0,0.0,0.0,0.0,1.4832308616890026,0,0,0,1,1,1,1,1,1,1
2026-01-04 22:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,1,1,1
2026-01-04 23:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,1,1,1
2026-01-05 00:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,1,1,1
2026-01-05 01:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,1,1,1
2026-01-05 02:00:00,1,0,0,0.0,0.0,0.0,1.3047219615116135,0.0,0.0,0.0,0.0,1.3047219615116135,0,0,0,1,1,1,1,1,1,1
2026-01-05 03:00:00,1,0,0,0.0,0.0,0.0,1.163678662454937,0.0,0.0,0.0,0.0,1.163678662454937,0,0,0,1,1,1,1,1,1,1
2026-01-05 04:00:00,1,0,0,0.0,0.0,0.0,1.5432910032321951,0.0,0.0,0.0,0.0,1.5432910032321951,0,0,0,1,1,1,1,1,1,1
2026-01-05 05:00:00,1,0,0,0.0,0.0,0.0,1.512623058300408,0.0,0.0,0.0,0.0,1.512623058300408,0,0,0,1,1,1,1,1,1,1
2026-01-05 06:00:00,1,0,0,0.0,0.0,0.0721353260807192,1.7350181553777204,0.0721353260807192,0.0,0.0,0.0,1.6628828292970013,0,0,0,1,1,1,1,1,1,1
2026-01-05 07:00:00,1,0,0,0.0,0.0,0.0,2.104118087085624,0.0,0.0,0.0,0.0,2.104118087085624,0,0,0,1,1,1,1,1,1,1
2026-01-05 08:00:00,1,0,0,0.0,0.0,0.0703659538270513,2.520068178755039,0.0703659538270513,0.0,0.0,0.0,2.4497022249279876,0,0,0,1,1,1,1,1,1,1
2026-01-05 09:00:00,1,0,0,0.0,0.0,0.1177654124114431,2.752095449904163,0.1177654124114431,0.0,0.0,0.0,2.63433003749272,0,0,0,1,1,1,1,1,1,1
2026-01-05 10:00:00,1,0,0,0.0,0.0,0.1288138166393287,2.773290566504115,0.1288138166393287,0.0,0.0,0.0,2.6444767498647863,0,0,0,1,1,1,1,1,1,1
2026-01-05 11:00:00,1,0,0,0.0,0.0,0.1605011289182327,2.7901003170693848,0.1605011289182327,0.0,0.0,0.0,2.6295991881511522,0,0,0,1,1,1,1,1,1,1
2026-01-05 12:00:00,1,0,0,0.0,0.0,0.221383269798302,3.0333182981748132,0.221383269798302,0.0,0.0,0.0,2.8119350283765114,0,0,0,1,1,1,1,1,1,1
2026-01-05 13:00:00,1,0,0,0.0,0.0,0.1103224642371297,2.773085950139843,0.1103224642371297,0.0,0.0,0.0,2.662763485902713,0,0,0,1,1,1,1,0,1,1
2026-01-05 14:00:00,1,0,0,0.0,0.0,0.0700496659803139,2.67636324373562,0.0700496659803139,0.0,0.0,0.0,2.606313577755306,0,0,0,1,1,1,1,0,1,1
2026-01-05 15:00:00,1,0,0,0.0,0.0,0.0232703791711984,2.3169760331253726,0.0232703791711984,0.0,0.0,0.0,2.293705653954174,0,0,0,1,1,1,1,0,1,1
2026-01-05 16:00:00,1,0,0,0.0,0.0,0.0416252162592613,2.673012943091114,0.0416252162592613,0.0,0.0,0.0,2.6313877268318526,0,0,0,1,1,1,1,0,1,1
2026-01-05 17:00:00,1,0,0,0.0,0.0,0.0735897848623252,1.9458557462581367,0.0735897848623252,0.0,0.0,0.0,1.8722659613958115,0,0,0,1,1,1,1,0,1,1
2026-01-05 18:00:00,1,0,0,0.0,0.0,0.0,1.9448572442714027,0.0,0.0,0.0,0.0,1.9448572442714027,0,0,0,1,1,1,1,0,1,1
2026-01-05 19:00:00,1,0,0,0.0,0.0,0.0,1.4443940695533433,0.0,0.0,0.0,0.0,1.4443940695533433,0,0,0,1,1,1,1,0,1,1
2026-01-05 20:00:00,1,0,0,0.0,0.0,0.0,1.1905251733233293,0.0,0.0,0.0,0.0,1.1905251733233293,0,0,0,1,1,1,1,0,1,1
2026-01-05 21:00:00,1,0,0,0.0,0.0,0.0,1.4426542299529141,0.0,0.0,0.0,0.0,1.4426542299529141,0,0,0,1,1,1,1,0,1,1
2026-01-05 22:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,0,1,1
2026-01-05 23:00:00,1,0,0,0.0,0.0,0.0,1.1949860539605965,0.0,0.0,0.0,0.0,1.1949860539605965,0,0,0,1,1,1,1,0,1,1
2026-01-06 00:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,0,1,1
2026-01-06 01:00:00,1,0,0,0.0,0.0,0.0,1.0188986790197077,0.0,0.0,0.0,0.0,1.0188986790197077,0,0,0,1,1,1,1,0,1,1
2026-01-06 02:00:00,1,0,0,0.0,0.0,0.0,1.0613366033196516,0.0,0.0,0.0,0.0,1.0613366033196516,0,0,0,1,1,1,1,0,0,1
2026-01-06 03:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,0,0,1
2026-01-06 04:00:00,1,0,0,0.0,0.0,0.0,1.170095074391235,0.0,0.0,0.0,0.0,1.170095074391235,0,0,0,1,1,1,1,0,0,1
2026-01-06 05:00:00,1,0,0,0.0,0.0,0.0,1.6992878570067458,0.0,0.0,0.0,0.0,1.6992878570067458,0,0,0,1,1,1,1,0,1,1
2026-01-06 06:00:00,1,0,0,0.0,0.0,0.0263976530701123,2.0546700983235073,0.0263976530701123,0.0,0.0,0.0,2.028272445253395,0,0,0,1,1,1,1,0,1,1
2026-01-06 07:00:00,1,0,0,0.0,0.0,0.0590045993540521,2.365292110567269,0.0590045993540521,0.0,0.0,0.0,2.306287511213217,0,0,0,1,1,1,1,0,1,1
2026-01-06 08:00:00,1,0,0,0.0,0.0,0.0559577184178045,2.431490443425586,0.0559577184178045,0.0,0.0,0.0,2.3755327250077816,0,0,0,1,1,1,1,0,1,1
2026-01-06 09:00:00,1,0,0,0.0,0.0,0.0997414310076577,2.3211783594664457,0.0997414310076577,0.0,0.0,0.0,2.221436928458788,0,0,0,1,1,1,1,0,1,1
2026-01-06 10:00:00,1,0,0,0.0,0.0,0.2653028514138219,2.723442785105054,0.2653028514138219,0.0,0.0,0.0,2.4581399336912324,0,0,0,1,1,1,1,0,1,1
2026-01-06 11:00:00,1,0,0,0.0,0.0,0.1466025916538572,3.0946509905851434,0.1466025916538572,0.0,0.0,0.0,2.9480483989312862,0,0,0,1,1,1,1,0,1,1
2026-01-06 12:00:00,1,0,0,0.0,0.0,0.2309735796919679,2.640026996535198,0.2309735796919679,0.0,0.0,0.0,2.4090534168432303,0,0,0,1,1,1,1,0,1,1
2026-01-06 13:00:00,1,0,0,0.0,0.0,0.1705830468699803,2.987400506603205,0.1705830468699803,0.0,0.0,0.0,2.8168174597332247,0,0,0,1,1,1,1,0,1,1
2026-01-06 14:00:00,1,0,0,0.0,0.0,0.1451354434968505,3.0617343449845995,0.1451354434968505,0.0,0.0,0.0,2.916598901487749,0,0,0,1,1,1,1,1,1,1
2026-01-06 15:00:00,1,0,0,0.0,0.0,0.121726085723839,2.7448456509468144,0.121726085723839,0.0,0.0,0.0,2.6231195652229755,0,0,0,1,1,1,1,1,1,1
2026-01-06 16:00:00,1,0,0,0.0,0.0,0.0519246062490848,2.235577198470208,0.0519246062490848,0.0,0.0,0.0,2.183652592221123,0,0,0,1,1,1,1,1,1,1
2026-01-06 17:00:00,1,0,0,0.0,0.0,0.0126062731718354,2.1487866274723224,0.0126062731718354,0.0,0.0,0.0,2.136180354300487,0,0,0,1,1,1,1,1,1,1
2026-01-06 18:00:00,1,0,0,0.0,0.0,0.0007925054472637,2.020003424326561,0.0,0.0,0.0,0.0,2.020003424326561,0,0,0,1,1,1,1,1,1,1
2026-01-06 19:00:00,1,0,0,0.0,0.0,0.0,1.885290934457415,0.0,0.0,0.0,0.0,1.885290934457415,0,0,0,1,1,1,1,1,1,1
2026-01-06 20:00:00,1,0,0,0.0,0.0,0.0,1.4156141235766602,0.0,0.0,0.0,0.0,1.4156141235766602,0,0,0,1,1,1,1,1,1,1
2026-01-06 21:00:00,1,0,0,0.0,0.0,0.0,1.3895473529663986,0.0,0.0,0.0,0.0,1.3895473529663986,0,0,0,1,1,1,1,1,1,1
2026-01-06 22:00:00,1,0,0,0.0,0.0,0.0,1.2417322787239875,0.0,0.0,0.0,0.0,1.2417322787239875,0,0,0,1,1,1,1,1,1,1
2026-01-06 23:00:00,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,1,1,1
2026-01-07 00:00:00,1,0,0,0.0,0.0,0.0,1.122177071089641,0.0,0.0,0.0,0.0,1.122177071089641,0,0,0,1,1,1,1,1,1,1
2026-01-07 01:00:00,1,0,0,0.0,0.0,0.0,1.1777245893007748,0.0,0.0,0.0,0.0,1.1777245893007748,0,0,0,1,1,1,1,1,1,1
2026-01-07 02:00:00,1,0,0,0.0,0.0,0.0,1.2395562325448808,0.0,0.0,0.0,0.0,1.2395562325448808,0,0,0,1,1,1,1,1,1,1
2026-01-07 03:00:00,1,0,0,0.0,0.0,0.0,1.2697701199009384,0.0,0.0,0.0,0.0,1.2697701199009384,0,0,0,1,1,1,1,1,1,0
2026-01-07 04:00:00,1,0,0,0.0,0.0,0.0,1.4335630905595114,0.0,0.0,0.0,0.0,1.4335630905595114,0,0,0,1,1,1,1,1,1,0
2026-01-07 05:00:00,1,0,0,0.0,0.0,0.0,1.4877899122399258,0.0,0.0,0.0,0.0,1.4877899122399258,0,0,0,1,1,1,1,1,1,1
2026-01-07 06:00:00,1,0,0,0.0,0.0,0.0905372567549613,2.0243058213537943,0.0905372567549613,0.0,0.0,0.0,1.933768564598833,0,0,0,1,1,1,1,1,1,1
2026-01-07 07:00:00,1,0,0,0.0,0.0,0.0733922343384908,2.0750451571258592,0.0733922343384908,0.0,0.0,0.0,2.0016529227873683,0,0,0,1,1,1,1,1,1,1
2026-01-07 08:00:00,1,0,0,0.0,0.0,0.123915912381162,2.374164008063525,0.123915912381162,0.0,0.0,0.0,2.250248095682363,0,0,0,1,1,1,1,1,1,1
2026-01-07 09:00:00,1,0,0,0.0,0.0,0.1152857450075727,2.542781387243819,0.1152857450075727,0.0,0.0,0.0,2.4274956422362464,0,0,0,1,1,1,1,1,1,1
2026-01-07 10:00:00,1,0,0,0.0,0.0,0.1884735614828106,2.7423248800659215,0.1884735614828106,0.0,0.0,0.0,2.553851318583111,0,0,0,1,1,1,1,1,1,1
